"","Sources       ","Articles"
"46","PSYCHOPHARMACOLOGY                                                                               ","10"
"47","SCIENTIFIC REPORTS                                                                               ","10"
"48","APPLIED SCIENCES-BASEL                                                                           "," 9"
"49","BEHAVIORAL NEUROSCIENCE                                                                          "," 9"
"50","FRONTIERS IN AGING NEUROSCIENCE                                                                  "," 9"
"51","IEEE TRANSACTIONS ON NUCLEAR SCIENCE                                                             "," 9"
"52","JOURNAL OF ALLOYS AND COMPOUNDS                                                                  "," 9"
"53","QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY                                                     "," 9"
"54","VISUAL COGNITION                                                                                 "," 9"
"55","APPLIED NEUROPSYCHOLOGY-ADULT                                                                    "," 8"
"56","APPLIED PHYSICS LETTERS                                                                          "," 8"
"57","CEREBRAL CORTEX                                                                                  "," 8"
"58","COMPUTERS & SECURITY                                                                             "," 8"
"59","EUROPEAN JOURNAL OF IMMUNOLOGY                                                                   "," 8"
"60","FORENSIC SCIENCE INTERNATIONAL-DIGITAL INVESTIGATION                                             "," 8"
"61","JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS            "," 8"
"62","JOURNAL OF IMMUNOLOGY                                                                            "," 8"
"63","JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE                                                 "," 8"
"64","MICROPROCESSORS AND MICROSYSTEMS                                                                 "," 8"
"65","NATURE COMMUNICATIONS                                                                            "," 8"
"66","NEUROIMAGE-CLINICAL                                                                              "," 8"
"67","NEUROPSYCHOLOGY                                                                                  "," 8"
"68","NEUROREPORT                                                                                      "," 8"
"69","PSYCHOLOGY AND AGING                                                                             "," 8"
"70","VISION RESEARCH                                                                                  "," 8"
"71","ACTA PHARMACOLOGICA SINICA                                                                       "," 7"
"72","ACTA PSYCHOLOGICA                                                                                "," 7"
"73","BRAIN                                                                                            "," 7"
"74","CNS NEUROSCIENCE & THERAPEUTICS                                                                  "," 7"
"75","COGNITION & EMOTION                                                                              "," 7"
"76","CURRENT ALZHEIMER RESEARCH                                                                       "," 7"
"77","DIGITAL INVESTIGATION                                                                            "," 7"
"78","EPILEPSIA                                                                                        "," 7"
"79","EUROPEAN JOURNAL OF NEUROSCIENCE                                                                 "," 7"
"80","FRONTIERS IN NEUROSCIENCE                                                                        "," 7"
"81","FRONTIERS IN PHARMACOLOGY                                                                        "," 7"
"82","IEEE TRANSACTIONS ON ELECTRON DEVICES                                                            "," 7"
"83","INTERNATIONAL PSYCHOGERIATRICS                                                                   "," 7"
"84","JOURNAL OF NEUROCHEMISTRY                                                                        "," 7"
"85","JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY                                          "," 7"
"86","NEUROCOMPUTING                                                                                   "," 7"
"87","PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR                                                           "," 7"
"88","PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS                                             "," 7"
"89","PSYCHOLOGICAL MEDICINE                                                                           "," 7"
"90","PSYCHOPHYSIOLOGY                                                                                 "," 7"
"91","SLEEP                                                                                            "," 7"
"92","ACTA MATERIALIA                                                                                  "," 6"
"93","ACTA PHYSICA SINICA                                                                              "," 6"
"94","AIDS                                                                                             "," 6"
"95","BIOLOGICAL PSYCHOLOGY                                                                            "," 6"
"96","BRAIN AND BEHAVIOR                                                                               "," 6"
"97","BRAIN AND COGNITION                                                                              "," 6"
"98","BRAIN IMAGING AND BEHAVIOR                                                                       "," 6"
"99","BRAIN SCIENCES                                                                                   "," 6"
"100","CMC-COMPUTERS MATERIALS & CONTINUA                                                               "," 6"
