"","Paper         ","DOI","TC","TCperYear","NTC"
"41","AXMACHER N, 2008, BRAIN                                                                                                      ","10.1093/brain/awn103                                           ","261"," 15.35"," 9.06"
"42","BLACKWELL AD, 2004, DEMENT GERIATR COGN                                                                                      ","10.1159/000074081                                              ","254"," 12.10"," 6.66"
"43","CAMPERI M, 1998, J COMPUT NEUROSCI                                                                                           ","10.1023/A:1008837311948                                        ","238","  8.81"," 5.98"
"44","CHEN TC, 2001, COMPUT VIS IMAGE UND                                                                                          ","10.1006/cviu.2001.0923                                         ","228","  9.50"," 6.05"
"45","ROSS GJ, 2012, PATTERN RECOGN LETT                                                                                           ","10.1016/j.patrec.2011.08.019                                   ","228"," 17.54"," 6.01"
"46","KOTULA JW, 2014, P NATL ACAD SCI USA                                                                                         ","10.1073/pnas.1321321111                                        ","226"," 20.55","10.77"
"47","JENNINGS JM, 1997, PSYCHOL AGING                                                                                             ","10.1037/0882-7974.12.2.352                                     ","225","  8.04"," 4.90"
"48","FLOOD JF, 1998, NEUROSCI BIOBEHAV R                                                                                          ","NA                                                             ","222","  8.22"," 5.58"
"49","LEE I, 2005, BEHAV NEUROSCI                                                                                                  ","10.1037/0735-7044.119.1.145                                    ","218"," 10.90"," 5.08"
"50","DAVIS RL, 2011, NEURON                                                                                                       ","10.1016/j.neuron.2011.03.012                                   ","218"," 15.57"," 6.24"
"51","CLARE L, 2000, J CLIN EXP NEUROPSYC                                                                                          ","10.1076/1380-3395(200002)22:1;1-8;FT132                        ","216","  8.64"," 5.56"
"52","BURGESS PW, 2011, NEUROPSYCHOLOGIA                                                                                           ","10.1016/j.neuropsychologia.2011.02.014                         ","208"," 14.86"," 5.95"
"53","HAWKINS J, 2016, FRONT NEURAL CIRCUIT                                                                                        ","10.3389/fncir.2016.00023                                       ","204"," 22.67"," 8.93"
"54","BAKKER A, 2015, NEUROIMAGE-CLIN                                                                                              ","10.1016/j.nicl.2015.02.009                                     ","199"," 19.90","10.78"
"55","DETRE JA, 1998, NEUROLOGY                                                                                                    ","10.1212/WNL.50.4.926                                           ","198","  7.33"," 4.98"
"56","SCHLAGMAN S, 2008, MEM COGNITION                                                                                             ","10.3758/MC.36.5.920                                            ","198"," 11.65"," 6.88"
"57","GROBER E, 1999, NEUROBIOL AGING                                                                                              ","10.1016/S0197-4580(99)00063-9                                  ","198","  7.62"," 3.74"
"58","BALSCHUN D, 2003, J NEUROSCI                                                                                                 ","NA                                                             ","197","  8.95"," 3.50"
"59","CROTTAZ-HERBETTE S, 2004, NEUROIMAGE                                                                                         ","10.1016/j.neuroimage.2003.09.019                               ","197","  9.38"," 5.17"
"60","JAIN S, 2018, IEEE T VLSI SYST                                                                                               ","10.1109/TVLSI.2017.2776954                                     ","197"," 28.14","11.90"
"61","PARRA MA, 2010, BRAIN                                                                                                        ","10.1093/brain/awq148                                           ","196"," 13.07"," 6.68"
"62","SI Y, 2017, ADV MATER                                                                                                        ","10.1002/adma.201700339                                         ","192"," 24.00","11.43"
"63","CHEN XL, 2017, IEEE I CONF COMP VIS                                                                                          ","10.1109/ICCV.2017.440                                          ","192"," 24.00","11.43"
"64","GRANERO MAS, 2008, PHYSICA A                                                                                                 ","10.1016/j.physa.2008.05.053                                    ","190"," 11.18"," 6.60"
"65","HEALEY CG, 2012, IEEE T VIS COMPUT GR                                                                                        ","10.1109/TVCG.2011.127                                          ","189"," 14.54"," 4.98"
"66","LOCASCIO JJ, 1995, ARCH NEUROL-CHICAGO                                                                                       ","10.1001/archneur.1995.00540350081020                           ","189","  6.30"," 6.61"
"67","BARTSCH T, 2011, P NATL ACAD SCI USA                                                                                         ","10.1073/pnas.1110266108                                        ","180"," 12.86"," 5.15"
"68","DOBBINS IG, 2005, CEREB CORTEX                                                                                               ","10.1093/cercor/bhi054                                          ","179","  8.95"," 4.17"
"69","ALDERSON RM, 2013, NEUROPSYCHOLOGY                                                                                           ","10.1037/a0032371                                               ","178"," 14.83"," 8.15"
"70","GREICIUS MD, 2003, HIPPOCAMPUS                                                                                               ","10.1002/hipo.10064                                             ","176","  8.00"," 3.13"
"71","MEHLER B, 2012, HUM FACTORS                                                                                                  ","10.1177/0018720812442086                                       ","175"," 13.46"," 4.61"
"72","ZHOU FC, 2018, ADV FUNCT MATER                                                                                               ","10.1002/adfm.201800080                                         ","172"," 24.57","10.39"
"73","CAO H, 2014, NEUROIMAGE                                                                                                      ","10.1016/j.neuroimage.2013.09.013                               ","171"," 15.55"," 8.15"
"74","COLICOS MA, 1996, BRAIN RES                                                                                                  ","10.1016/S0006-8993(96)00819-0                                  ","169","  5.83"," 3.10"
"75","NAGARAKATTE S, 2009, PLDI'09 PROCEEDINGS OF THE 2009 ACM SIGPLAN CONFERENCE ON PROGRAMMING LANGUAGE DESIGN AND IMPLEMENTATION","10.1145/1542476.1542504                                        ","169"," 10.56"," 4.99"
"76","KNIGHT EM, 2014, NEUROBIOL AGING                                                                                             ","10.1016/j.neurobiolaging.2014.02.010                           ","168"," 15.27"," 8.00"
"77","RENTZ DM, 2011, NEUROPSYCHOLOGIA                                                                                             ","10.1016/j.neuropsychologia.2011.06.006                         ","168"," 12.00"," 4.81"
"78","TERVANIEMI M, 2001, LEARN MEMORY                                                                                             ","10.1101/lm.39501                                               ","164","  6.83"," 4.35"
"79","REES LM, 1998, PSYCHOL ASSESSMENT                                                                                            ","10.1037/1040-3590.10.1.10                                      ","164","  6.07"," 4.12"
"80","BAUER T, 2006, VACCINE                                                                                                       ","10.1016/j.vaccine.2005.08.058                                  ","163","  8.58"," 5.06"
"81","VALLÉE M, 2001, BRAIN RES REV                                                                                                ","10.1016/S0165-0173(01)00135-7                                  ","162","  6.75"," 4.30"
"82","PINNA D, 2009, EUR J IMMUNOL                                                                                                 ","10.1002/eji.200839129                                          ","162"," 10.12"," 4.79"
"83","HERTZOG C, 2003, PSYCHOL AGING                                                                                               ","10.1037/0882-7974.18.4.755                                     ","162","  7.36"," 2.88"
"84","KOTLOSKI R, 2002, PROG BRAIN RES                                                                                             ","NA                                                             ","162","  7.04"," 2.45"
"85","RABIN ML, 2004, BRAIN                                                                                                        ","10.1093/brain/awh281                                           ","161","  7.67"," 4.22"
"86","SPERLING R, 2002, P NATL ACAD SCI USA                                                                                        ","10.1073/pnas.012467899                                         ","160","  6.96"," 2.42"
"87","RYHÄNEN J, 1998, J BIOMED MATER RES                                                                                          ","10.1002/(SICI)1097-4636(19980905)41:3<481::AID-JBM19>3.3.CO;2-2","159","  5.89"," 4.00"
"88","DOU JT, 2005, LEARN MEMORY                                                                                                   ","10.1101/lm.88005                                               ","158","  7.90"," 3.68"
"89","LURIA R, 2010, J COGNITIVE NEUROSCI                                                                                          ","10.1162/jocn.2009.21214                                        ","154"," 10.27"," 5.25"
"90","SLICK DJ, 2004, ARCH CLIN NEUROPSYCH                                                                                         ","10.1016/j.acn.2003.04.001                                      ","147","  7.00"," 3.86"
"91","MCDANIEL MA, 2011, NEUROPSYCHOLOGIA                                                                                          ","10.1016/j.neuropsychologia.2010.12.029                         ","147"," 10.50"," 4.21"
"92","TEICHNER G, 2004, ARCH CLIN NEUROPSYCH                                                                                       ","10.1016/S0887-6177(03)00078-7                                  ","145","  6.90"," 3.80"
"93","SOLOWIJ N, 2011, PSYCHOPHARMACOLOGY                                                                                          ","10.1007/s00213-011-2203-x                                      ","144"," 10.29"," 4.12"
"94","BRAINERD CJ, 1993, PSYCHOL REV                                                                                               ","10.1037/0033-295X.100.1.42                                     ","144","  4.50"," 3.94"
"95","YURKO-MAURO K, 2015, PLOS ONE                                                                                                ","10.1371/journal.pone.0120391                                   ","138"," 13.80"," 7.48"
"96","DONG YH, 2012, INT PSYCHOGERIATR                                                                                             ","10.1017/S1041610212001068                                      ","138"," 10.62"," 3.63"
"97","ACKERMAN JM, 2009, J EXP SOC PSYCHOL                                                                                         ","10.1016/j.jesp.2008.12.008                                     ","136","  8.50"," 4.02"
"98","NEWBURY DF, 2009, AM J HUM GENET                                                                                             ","10.1016/j.ajhg.2009.07.004                                     ","131","  8.19"," 3.87"
"99","CHAN JCK, 2007, J EXP PSYCHOL LEARN                                                                                          ","10.1037/0278-7393.33.2.431                                     ","130","  7.22"," 3.41"
"100","HAMMARLUND E, 2017, NAT COMMUN                                                                                               ","10.1038/s41467-017-01901-w                                     ","129"," 16.12"," 7.68"
