"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"82","FILM                    ","  8","SPORT            "," 5"
"83","ISRAELI ART             ","  8","THINKING         "," 5"
"84","LITERATURE              ","  8","WOMAN            "," 5"
"85","MIGRATION               ","  8","1970S            "," 4"
"86","MODERNISM               ","  8","ACTIVISM         "," 4"
"87","MUSIC                   ","  8","AGE              "," 4"
"88","NATIONALISM             ","  8","BODY-IMAGE       "," 4"
"89","PATRIARCHY              ","  8","COMMUNICATION    "," 4"
"90","PERFORMANCE STUDIES     ","  8","CURRICULUM       "," 4"
"91","POWER                   ","  8","DISCOURSE        "," 4"
"92","SEXUAL VIOLENCE         ","  8","DISPARITIES      "," 4"
"93","AVANT-GARDE             ","  7","EMPOWERMENT      "," 4"
"94","COLONIALISM             ","  7","IMAGE            "," 4"
"95","DEATH                   ","  7","INEQUALITY       "," 4"
"96","DECOLONIZATION          ","  7","INTERVIEW        "," 4"
"97","EMOTIONS                ","  7","METHODOLOGY      "," 4"
"98","EQUALITY                ","  7","OBESITY          "," 4"
"99","FANDOM                  ","  7","PEDAGOGY         "," 4"
"100","FEMININITY              ","  7","PERCEPTIONS      "," 4"
