"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"60","TWITTER                      "," 17","ROBOT                  "," 23"
"61","ALGORITHMS                   "," 16","SKIN                   "," 23"
"62","ARTIFICIAL NEURAL NETWORK    "," 16","TIME                   "," 23"
"63","ARTIFICIAL NEURAL NETWORKS   "," 16","VALIDATION             "," 23"
"64","LEARNING                     "," 16","ARTIFICIAL-INTELLIGENCE"," 22"
"65","POST-EDITING                 "," 16","ROBOTS                 "," 22"
"66","TECHNOLOGY                   "," 16","SEGMENTATION           "," 22"
"67","UNCERTAINTY                  "," 16","SELECTION              "," 22"
"68","DEPTH PERCEPTION             "," 15","EEG                    "," 21"
"69","EMOTION                      "," 15","IMAGE                  "," 21"
"70","REGRESSION                   "," 15","ACCEPTANCE             "," 20"
"71","DECISION MAKING              "," 14","AUTOMATION             "," 20"
"72","ENVIRONMENT PERCEPTION       "," 14","BIG DATA               "," 20"
"73","FEATURE SELECTION            "," 14","CHILDREN               "," 20"
"74","INTERNET OF THINGS           "," 14","COLOR                  "," 20"
"75","LOGISTIC REGRESSION          "," 14","INDIVIDUAL-DIFFERENCES "," 20"
"76","OPTIMIZATION                 "," 14","MOTION                 "," 20"
"77","TACTILE PERCEPTION           "," 14","SAFETY                 "," 20"
"78","ATTENTION                    "," 13","SOCIAL MEDIA           "," 20"
"79","CLUSTERING                   "," 13","AGE                    "," 19"
"80","DECISION TREE                "," 13","ENVIRONMENT            "," 19"
"81","EMOTION RECOGNITION          "," 13","GENDER                 "," 19"
"82","FAIRNESS                     "," 13","PERSONALITY            "," 19"
"83","HAPTICS                      "," 13","SCALE                  "," 19"
"84","HIGHER EDUCATION             "," 13","BIAS                   "," 18"
"85","HUMAN-MACHINE COMMUNICATION  "," 13","NEURONS                "," 18"
"86","MIND PERCEPTION              "," 13","PATTERNS               "," 18"
"87","NAVIGATION                   "," 13","SENSITIVITY            "," 18"
"88","REINFORCEMENT LEARNING       "," 13","SHAPE                  "," 18"
"89","ROBOT                        "," 13","TRACKING               "," 18"
"90","TEXT MINING                  "," 13","EXPOSURE               "," 17"
"91","ACTIVE PERCEPTION            "," 12","FUSION                 "," 17"
"92","ALGORITHM                    "," 12","OBJECT RECOGNITION     "," 17"
"93","BREAST CANCER                "," 12","ONLINE                 "," 17"
"94","CONVOLUTIONAL NEURAL NETWORKS"," 12","POWER                  "," 17"
"95","GAMBLING                     "," 12","STUDENTS               "," 17"
"96","MACHINE LEARNING (ML)        "," 12","DECISION-MAKING        "," 16"
"97","MOTION PERCEPTION            "," 12","MEDIA                  "," 16"
"98","PATTERN RECOGNITION          "," 12","PHYSICAL-ACTIVITY      "," 16"
"99","PSYCHOLOGY                   "," 12","PREFERENCES            "," 16"
"100","PSYCHOPHYSICS                "," 12","RELIABILITY            "," 16"
