"","Sources       ","Articles"
"45","INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY                                                                    "," 7"
"46","INTERNATIONAL JOURNAL OF MAN-MACHINE STUDIES                                                                                  "," 7"
"47","INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS                                                                                      "," 7"
"48","LANDSCAPE AND URBAN PLANNING                                                                                                  "," 7"
"49","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA                                               "," 7"
"50","SOFT COMPUTING                                                                                                                "," 7"
"51","TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR                                                               "," 7"
"52","AI & SOCIETY                                                                                                                  "," 6"
"53","APPLIED INTELLIGENCE                                                                                                          "," 6"
"54","CHEMICAL SENSES                                                                                                               "," 6"
"55","FRONTIERS IN NEUROROBOTICS                                                                                                    "," 6"
"56","HUMAN FACTORS                                                                                                                 "," 6"
"57","IEEE INTERNET OF THINGS JOURNAL                                                                                               "," 6"
"58","IEEE TRANSACTIONS ON CYBERNETICS                                                                                              "," 6"
"59","IFAC PAPERSONLINE                                                                                                             "," 6"
"60","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS                                                           "," 6"
"61","MACHINE VISION AND APPLICATIONS                                                                                               "," 6"
"62","NATURE COMMUNICATIONS                                                                                                         "," 6"
"63","PROCEEDINGS OF THE IEEE                                                                                                       "," 6"
"64","SYMMETRY-BASEL                                                                                                                "," 6"
"65","BUILDINGS                                                                                                                     "," 5"
"66","COGNITION                                                                                                                     "," 5"
"67","COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE                                                                                   "," 5"
"68","ENTROPY                                                                                                                       "," 5"
"69","FOOD QUALITY AND PREFERENCE                                                                                                   "," 5"
"70","HEALTHCARE                                                                                                                    "," 5"
"71","HELIYON                                                                                                                       "," 5"
"72","HUMAN AND MACHINE PERCEPTION: INFORMATION FUSION                                                                              "," 5"
"73","IEEE TRANSACTIONS ON AFFECTIVE COMPUTING                                                                                      "," 5"
"74","IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING                                                                       "," 5"
"75","IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS                                                                                   "," 5"
"76","INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS                                                                             "," 5"
"77","JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS                                                                                      "," 5"
"78","KINESTHETIC PERCEPTION: A MACHINE LEARNING APPROACH                                                                           "," 5"
"79","MATERIALS TODAY-PROCEEDINGS                                                                                                   "," 5"
"80","NATURE                                                                                                                        "," 5"
"81","NEURAL COMPUTING & APPLICATIONS                                                                                               "," 5"
"82","SCIENCE ADVANCES                                                                                                              "," 5"
"83","TRADUMATICA-TRADUCCIO I TECNOLOGIES DE LA INFORMACIO I LA COMUNICACIO                                                         "," 5"
"84","VISION RESEARCH                                                                                                               "," 5"
"85","VISUAL COMPUTER                                                                                                               "," 5"
"86","18TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION (INTERSPEECH 2017) VOLS 1-6: SITUATED INTERACTION"," 4"
"87","2020 25TH INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION (ICPR)                                                              "," 4"
"88","2022 13TH INTERNATIONAL SYMPOSIUM ON CHINESE SPOKEN LANGUAGE PROCESSING (ISCSLP)                                              "," 4"
"89","9TH INTERNATIONAL CONFERENCE ON THEORY AND APPLICATION OF SOFT COMPUTING COMPUTING WITH WORDS AND PERCEPTION ICSCCW 2017      "," 4"
"90","ACS NANO                                                                                                                      "," 4"
"91","ADVANCED ROBOTICS                                                                                                             "," 4"
"92","ANNALS OF OPERATIONS RESEARCH                                                                                                 "," 4"
"93","AT-AUTOMATISIERUNGSTECHNIK                                                                                                    "," 4"
"94","AUTOMATION IN CONSTRUCTION                                                                                                    "," 4"
"95","BEHAVIOUR & INFORMATION TECHNOLOGY                                                                                            "," 4"
"96","CMC-COMPUTERS MATERIALS & CONTINUA                                                                                            "," 4"
"97","COGNITIVE COMPUTATION                                                                                                         "," 4"
"98","COGNITIVE SYSTEMS RESEARCH                                                                                                    "," 4"
"99","COMPUTERS & EDUCATION                                                                                                         "," 4"
"100","COMPUTERS & ELECTRICAL ENGINEERING                                                                                            "," 4"
