"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"80","CONVOLUTIONAL NEURAL NETWORKS      ","  8","GEOMETRY             "," 5"
"81","DISTORTION                         ","  8","IDENTIFICATION       "," 5"
"82","DYNAMIC POINT CLOUD                ","  8","INFORMATION          "," 5"
"83","ESTIMATION                         ","  8","INTERNET             "," 5"
"84","LOCALIZATION                       ","  8","INVENTORY            "," 5"
"85","MAPPING                            ","  8","LIGHT                "," 5"
"86","NEURAL NETWORKS                    ","  8","LOW-COST             "," 5"
"87","QUALITY ASSESSMENT                 ","  8","MESH COMPRESSION     "," 5"
"88","SFM                                ","  8","OBJECT               "," 5"
"89","3D POINT CLOUDS                    ","  7","OCTREE               "," 5"
"90","ADAPTATION MODELS                  ","  7","POINT CLOUD          "," 5"
"91","BUNDLE ADJUSTMENT                  ","  7","RANGE                "," 5"
"92","CAMERA CALIBRATION                 ","  7","THUNDERSTORMS        "," 5"
"93","CONVOLUTION                        ","  7","TRANSFORM            "," 5"
"94","DEEP NEURAL NETWORK                ","  7","UAV                  "," 5"
"95","FEATURE FUSION                     ","  7","VISUAL QUALITY       "," 5"
"96","INTERNET OF THINGS                 ","  7","WORLD                "," 5"
"97","MULTI-VIEW                         ","  7","BIM                  "," 4"
"98","MULTI-VIEW STEREO                  ","  7","DELIVERY             "," 4"
"99","REMOTE SENSING                     ","  7","DISTRIBUTIONS        "," 4"
"100","RGB-D CAMERA                       ","  7","DOPPLER RADAR        "," 4"
