"","Paper         ","DOI","TC","TCperYear","NTC"
"82","GORELY T, 2003, BRIT J SOCIOL EDUC                             ","10.1080/01425690301923                                      "," 115","  5.23"," 3.48"
"83","LIANG R, 2019, LANCET                                          ","10.1016/S0140-6736(18)32612-6                               "," 114"," 19.00","15.39"
"84","MIRZA HS, 2013, WOMEN STUD INT FORUM                           ","10.1016/j.wsif.2012.10.012                                  "," 113","  9.42"," 4.30"
"85","CONWAY D, 1998, ECON GEOGR                                     ","10.2307/144342                                              "," 113","  4.19"," 3.56"
"86","TEAIWA TK, 1994, CONTEMP PACIFIC                               ","NA                                                          "," 113","  3.65"," 2.60"
"87","DOSHI S, 2017, AREA                                            ","10.1111/area.12293                                          "," 113"," 14.12","10.17"
"88","LUPTON D, 2018, BIG DATA SOC                                   ","10.1177/2053951718786314                                    "," 112"," 16.00"," 9.40"
"89","GING D, 2018, FEM MEDIA STUD                                   ","10.1080/14680777.2018.1447345                               "," 112"," 16.00"," 9.40"
"90","HOLLIDAY R, 2012, BODY SOC                                     ","10.1177/1357034X12440828                                    "," 112","  8.62"," 5.04"
"91","OLIVER KL, 2009, J TEACH PHYS EDUC                             ","10.1123/jtpe.28.1.90                                        "," 112","  7.00"," 4.52"
"92","SLOCUM R, 2011, PROG HUM GEOG                                  ","10.1177/0309132510378335                                    "," 110","  7.86"," 2.84"
"93","GATRELL CJ, 2013, HUM RELAT                                    ","10.1177/0018726712467380                                    "," 110","  9.17"," 4.18"
"94","GARRETT R, 2004, SPORT EDUC SOC                                ","10.1080/1357332042000233958                                 "," 110","  5.24"," 2.06"
"95","COLLS R, 2012, T I BRIT GEOGR                                  ","10.1111/j.1475-5661.2011.00477.x                            "," 110","  8.46"," 4.95"
"96","ROSE G, 2017, ANN AM ASSOC GEOGR                               ","10.1080/24694452.2016.1270195                               "," 109"," 13.62"," 9.81"
"97","CAIRNS K, 2015, THEOR SOC                                      ","10.1007/s11186-015-9242-y                                   "," 107"," 10.70"," 5.66"
"98","COLLS R, 2007, GEOFORUM                                        ","10.1016/j.geoforum.2006.09.004                              "," 106","  5.89"," 2.92"
"99","NEIMANIS A, 2014, HYPATIA                                      ","10.1111/hypa.12064                                          "," 106","  9.64"," 5.78"
"100","WONDERS NA, 2001, SOC PROBL                                    ","10.1525/sp.2001.48.4.545                                    "," 106","  4.42"," 2.70"
