"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"45","QUEER THEORY            "," 31","SELF-OBJECTIFICATION"," 37"
"46","DISCOURSE               "," 30","IMPACT              "," 36"
"47","EATING DISORDERS        "," 30","IMAGE               "," 35"
"48","SEXUAL VIOLENCE         "," 30","WEIGHT              "," 35"
"49","EMOTIONS                "," 29","AGENCY              "," 34"
"50","FEMINIST NEW MATERIALISM"," 29","CHILDREN            "," 34"
"51","FEMINIST RESEARCH       "," 29","DISSATISFACTION     "," 34"
"52","POWER                   "," 29","MANAGEMENT          "," 34"
"53","COLONIALISM             "," 28","PEOPLE              "," 33"
"54","DISCOURSE ANALYSIS      "," 28","PLACE               "," 33"
"55","FEMINIST GEOPOLITICS    "," 28","RESISTANCE          "," 33"
"56","MENSTRUATION            "," 28","DISCOURSES          "," 32"
"57","POST-FEMINISM           "," 28","INTERSECTIONALITY   "," 31"
"58","REPRESENTATION          "," 28","PREVALENCE          "," 31"
"59","BIOPOLITICS             "," 27","SOCIOLOGY           "," 31"
"60","RACISM                  "," 27","SPACES              "," 31"
"61","OBESITY                 "," 26","STATE               "," 31"
"62","POLITICS                "," 26","POLICY              "," 30"
"63","QUALITATIVE RESEARCH    "," 26","PREGNANCY           "," 30"
"64","VULNERABILITY           "," 26","EXPERIENCE          "," 29"
"65","ASSEMBLAGE              "," 25","RETHINKING          "," 29"
"66","ETHICS                  "," 25","EMBODIMENT          "," 28"
"67","INSTAGRAM               "," 25","FEMININITY          "," 28"
"68","SOCIAL MOVEMENTS        "," 25","KNOWLEDGE           "," 28"
"69","TRANSGENDER             "," 25","SELF-ESTEEM         "," 28"
"70","TRAUMA                  "," 25","DISABILITY          "," 27"
"71","EMOTION                 "," 24","RAPE                "," 26"
"72","FEMALE BODY             "," 24","RIGHTS              "," 26"
"73","NARRATIVE               "," 24","GENDER-DIFFERENCES  "," 25"
"74","PEDAGOGY                "," 24","MENTAL-HEALTH       "," 25"
"75","WHITENESS               "," 24","ORGANIZATION        "," 25"
"76","BLACK FEMINISM          "," 23","MATTER              "," 24"
"77","COVID-19                "," 23","MIGRATION           "," 24"
"78","FEMINISMS               "," 23","MOTHERS             "," 24"
"79","HIGHER EDUCATION        "," 23","DIFFERENCE          "," 23"
"80","POSTHUMANISM            "," 23","FAMILY              "," 23"
"81","REPRODUCTION            "," 23","MOTHERHOOD          "," 23"
"82","SOCIAL JUSTICE          "," 23","PARTICIPATION       "," 23"
"83","WOMEN'S HEALTH          "," 23","SATISFACTION        "," 23"
"84","BODY POLITICS           "," 22","STUDENTS            "," 23"
"85","CULTURE                 "," 22","TIME                "," 23"
"86","DIFFERENCE              "," 22","FEAR                "," 22"
"87","MEDIA                   "," 22","HISTORY             "," 22"
"88","SOCIAL REPRODUCTION     "," 22","JUSTICE             "," 22"
"89","BREASTFEEDING           "," 21","PSYCHOLOGY          "," 22"
"90","GIRLS                   "," 21","REFLEXIVITY         "," 22"
"91","SEX                     "," 21","ADOLESCENT GIRLS    "," 21"
"92","SEXISM                  "," 21","BEHAVIOR            "," 21"
"93","AGEING                  "," 20","OBJECTIFICATION     "," 21"
"94","ART                     "," 20","AFRICAN-AMERICAN    "," 20"
"95","CITIZENSHIP             "," 20","BLACK               "," 20"
"96","GENDER STUDIES          "," 20","COMMUNITY           "," 20"
"97","INDIA                   "," 20","EATING-DISORDERS    "," 20"
"98","JUDITH BUTLER           "," 20","EMOTIONS            "," 20"
"99","COSMETIC SURGERY        "," 19","NARRATIVES          "," 20"
"100","DESIRE                  "," 19","OVERWEIGHT          "," 20"
