"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"66","RADAR                                       "," 20","BLENDS                     ","  8"
"67","REMOTE SENSING                              "," 20","CHALLENGES                 ","  8"
"68","TRANSFORMS                                  "," 20","COMPRESSION IGNITION ENGINE","  8"
"69","CORRELATION                                 "," 19","DENSITY                    ","  8"
"70","V-PCC                                       "," 19","EFFICIENT                  ","  8"
"71","CLOUD COMPUTING                             "," 18","EXHAUST EMISSIONS          ","  8"
"72","COSTS                                       "," 18","FUEL                       ","  8"
"73","G-PCC                                       "," 18","INTERNET                   ","  8"
"74","REGISTRATION                                "," 18","LIDAR DATA                 ","  8"
"75","BUILDINGS                                   "," 17","SHAPE                      ","  8"
"76","DISTORTION                                  "," 17","TRANSMISSION               ","  8"
"77","MACHINE LEARNING                            "," 17","VERSATILE                  ","  8"
"78","MEASUREMENT BY LASER BEAM                   "," 17","VISUAL QUALITY             ","  8"
"79","OCTREES                                     "," 17","WATER                      ","  8"
"80","REPRESENTATION LEARNING                     "," 17","BRIGHT-RIMMED CLOUDS       ","  7"
"81","SEGMENTATION                                "," 17","COMMUNICATION              ","  7"
"82","ATTRIBUTE COMPRESSION                       "," 16","CORES                      ","  7"
"83","COMPUTER VISION                             "," 16","DAMAGE                     ","  7"
"84","ISM: CLOUDS                                 "," 16","DEFORMATION                ","  7"
"85","NOISE MEASUREMENT                           "," 16","DIESEL-ENGINE              ","  7"
"86","STARS: FORMATION                            "," 16","DYNAMICS                   ","  7"
"87","SURFACE TREATMENT                           "," 16","FIELD                      ","  7"
"88","EDGE COMPUTING                              "," 15","INTERSTELLAR CLOUDS        ","  7"
"89","GEOMETRY COMPRESSION                        "," 15","LARGE-MAGELLANIC-CLOUD     ","  7"
"90","GRAPH SIGNAL PROCESSING                     "," 15","LOW-TEMPERATURE PROPERTIES ","  7"
"91","LIDAR POINT CLOUD                           "," 15","METHYL-ESTER               ","  7"
"92","LOCALIZATION                                "," 15","MILKY-WAY                  ","  7"
"93","MAPPING                                     "," 15","OCTREE                     ","  7"
"94","RENDERING (COMPUTER GRAPHICS)               "," 15","PREDICTION                 ","  7"
"95","SIMULTANEOUS LOCALIZATION AND MAPPING (SLAM)"," 15","SCHEME                     ","  7"
"96","STANDARDS                                   "," 15","STAR-FORMATION             ","  7"
"97","MOTION ESTIMATION                           "," 14","TRANSESTERIFICATION        ","  7"
"98","VEGETATION                                  "," 14","VEHICLES                   ","  7"
"99","3D POINT CLOUDS                             "," 13","YOUNG STELLAR OBJECTS      ","  7"
"100","ADAPTATION MODELS                           "," 13","AIRBORNE                   ","  6"
