"","Paper         ","DOI","TC","TCperYear","NTC"
"59","SCHULTZ WJ, 2023, BRIT J CRIMINOL                                                                                  ","10.1093/bjc/azac088             ","  4"," 2.0000","2.6667"
"60","WRIGHT HK, 2016, CRIT ARTS                                                                                         ","10.1080/02560046.2016.1240289   ","  4"," 0.4444","0.1964"
"61","YOU CC, 2019, CHILD LIT EDUC                                                                                       ","10.1007/s10583-018-9364-8       ","  4"," 0.6667","0.5455"
"62","MACK AN, 2013, J HOMOSEXUAL                                                                                        ","10.1080/00918369.2013.784109    ","  4"," 0.3333","0.6250"
"63","RIDDLE S, 2023, CRIT STUD EDUC                                                                                     ","10.1080/17508487.2022.2132414   ","  4"," 2.0000","2.6667"
"64","GRANCAYOVÁ M, 2020, POLITOLOGICKY CAS                                                                              ","10.5817/PC2020-3-259            ","  4"," 0.8000","0.2991"
"65","FOSTER MD, 2015, J FOLKLORE RES                                                                                    ","NA                              ","  4"," 0.4000","0.2642"
"66","ROGSTAD A, 2022, EUR REV INT STUD                                                                                  ","10.1163/2196y415-0902000y       ","  4"," 1.3333","0.9130"
"67","TOLZ V, 2023, POST-SOV AFF                                                                                         ","10.1080/1060586X.2023.2202581   ","  4"," 2.0000","2.6667"
"68","MCCANDLESS T, 2022, EDUC REV                                                                                       ","10.1080/00131911.2020.1825336   ","  4"," 1.3333","0.9130"
"69","KULENOVIC N, 2019, ETNOANTROPOLOSKI PRO                                                                            ","10.2130/eap.v14i1.2             ","  4"," 0.6667","0.5455"
"70","COFFEY S, 2020, APPL LINGUIST REV                                                                                  ","10.1515/applirev-2018-0115      ","  4"," 0.8000","0.2991"
"71","BURGOS RB, 2003, EDUCATIONAL PARTNERSHIPS AND THE STATE: THE PARADOXES OF GOVERNING SCHOOLS, CHILDREN, AND FAMILIES","NA                              ","  4"," 0.1818","1.0000"
"72","GRADINARU C, 2018, SIGN SYST STUD                                                                                  ","10.12697/SSS.2018.46.2-3.05     ","  3"," 0.4286","0.1667"
"73","LITTLEWOOD R, 2020, ANTHROPOL MED                                                                                  ","10.1080/13648470.2018.1544607   ","  3"," 0.6000","0.2243"
"74","MIJAILOFF JD, 2023, FOREST POLICY ECON                                                                             ","10.1016/j.forpol.2023.103039    ","  3"," 1.5000","2.0000"
"75","CORDELIER B, 2021, J MARK HIGH EDUC                                                                                ","10.1080/08841241.2020.1761507   ","  3"," 0.7500","0.7037"
"76","CEGINSKAS VLA, 2022, J EUR STUD                                                                                    ","10.1177/00472441221115568       ","  3"," 1.0000","0.6848"
"77","HEWER RMF, 2019, SOC LEGAL STUD                                                                                    ","10.1177/0964663918758513        ","  3"," 0.5000","0.4091"
"78","RANKER J, 2018, VISUAL COMMUN-US                                                                                   ","10.1177/1470357218763333        ","  3"," 0.4286","0.1667"
"79","DESSEWFFY T, 2021, J ETHN MIGR STUD                                                                                ","10.1080/1369183X.2020.1812277   ","  3"," 0.7500","0.7037"
"80","BYRNE J, 2019, EXCHANGE-LEIDEN                                                                                     ","10.1163/1572543X-12341526       ","  3"," 0.5000","0.4091"
"81","LAEHDESMAEKI T, 2015, IDENTITIES-GLOB STUD                                                                         ","10.1080/1070289X.2014.950585    ","  3"," 0.3000","0.1981"
"82","DAMGAARD CS, 2019, RESILIENCE                                                                                      ","10.1080/21693293.2018.1449849   ","  3"," 0.5000","0.4091"
"83","ROUDOMETOF V, 2009, EUR J SOC THEORY                                                                               ","10.1177/1368431009337353        ","  3"," 0.1875","1.0000"
"84","KENNEDY L, 2022, J AM STUD                                                                                         ","10.1017/S0021875821001249       ","  3"," 1.0000","0.6848"
"85","CUSTERS B, 2023, EUR EDUC RES J                                                                                    ","10.1177/14749041211047334       ","  3"," 1.5000","2.0000"
"86","DAVIS RC, 2004, VENICE, THE TOURIST MAZE: A CULTURAL CRITIQUE OF THE WORLD'S MOST TOURISTED CITY                   ","NA                              ","  3"," 0.1429","1.0000"
"87","MARTELLI JT, 2021, STUD INDIAN POLITICS                                                                            ","10.1177/2321023021999140        ","  2"," 0.5000","0.4691"
"88","CASADO JAR, 2023, CRIT DISCOURSE STUD                                                                              ","10.1080/17405904.2022.2088584   ","  2"," 1.0000","1.3333"
"89","KUHLING CL, 2017, EUR J CULT STUD                                                                                  ","10.1177/1367549415585556        ","  2"," 0.2500","0.1724"
"90","NITZGEN D, 1999, GRUPPENPSYCHOTHER GR                                                                              ","NA                              ","  2"," 0.0769","2.0000"
"91","FARKAS J, 2023, JOURNALISM STUD                                                                                    ","10.1080/1461670X.2023.2167106   ","  2"," 1.0000","1.3333"
"92","KOPF S, 2018, DIS APPL POL SOC CUL                                                                                 ","10.1075/dapsac.80.09kop         ","  2"," 0.2857","0.1111"
"93","FERRER LP, 2019, POLITICS POLICY                                                                                   ","10.1111/polp.12331              ","  2"," 0.3333","0.2727"
"94","SLETHAUG GE, 1987, MOD FICTION STUD                                                                                ","NA                              ","  2"," 0.0526","1.0000"
"95","MAURO S, 2010, CONVERGENCIA                                                                                        ","NA                              ","  2"," 0.1333","0.7500"
"96","DANG QA, 2023, EUR J HIGH EDUC                                                                                     ","10.1080/21568235.2022.2106262   ","  1"," 0.5000","0.6667"
"97","TOSIC J, 2022, J BALKAN NEAR E STUD                                                                                ","10.1080/19448953.2021.2015661   ","  1"," 0.3333","0.2283"
"98","ALSOOS I, 2021, MIDDLE EASTERN STUD                                                                                ","10.1080/00263206.2021.1897006   ","  1"," 0.2500","0.2346"
"99","KJER M, 2021, BRIT J SOCIOL EDUC                                                                                   ","10.1080/01425692.2021.1977611   ","  1"," 0.2500","0.2346"
"100","DANIELS G, 2016, AFR STUD-UK                                                                                       ","10.1080/00020184.2016.1193378   ","  1"," 0.1111","0.0491"
