"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"63","COMMUNICATION              "," 17","USER ACCEPTANCE            "," 26"
"64","DATA ANALYSIS              "," 17","COMMUNITY                  "," 25"
"65","EDUCATIONAL DATA MINING    "," 17","EFFICACY                   "," 25"
"66","LEARNING MANAGEMENT SYSTEM "," 17","MEDICAL-EDUCATION          "," 25"
"67","TEACHER EDUCATION          "," 17","ADOLESCENTS                "," 24"
"68","TEXT MINING                "," 17","DETERMINANTS               "," 23"
"69","DEPRESSION                 "," 16","INFORMATION-TECHNOLOGY     "," 23"
"70","INNOVATION                 "," 16","DEPRESSION                 "," 22"
"71","META-ANALYSIS              "," 16","LANGUAGE                   "," 22"
"72","SIMULATION                 "," 16","ANALYTICS                  "," 21"
"73","SOCIAL NETWORKING (ONLINE) "," 16","GENDER                     "," 21"
"74","VISUALIZATION              "," 16","MENTAL-HEALTH              "," 21"
"75","CROWDSOURCING              "," 15","PREDICTION                 "," 21"
"76","FEEDBACK                   "," 15","IMPLEMENTATION             "," 20"
"77","GENDER                     "," 15","PEOPLE                     "," 20"
"78","ICT                        "," 15","BARRIERS                   "," 19"
"79","INTERACTION                "," 15","INTERVENTION               "," 19"
"80","PROFESSIONAL DEVELOPMENT   "," 15","INTERVENTIONS              "," 19"
"81","SELF-EFFICACY              "," 15","TECHNOLOGY ACCEPTANCE MODEL"," 19"
"82","SELF-REGULATED LEARNING    "," 15","WOMEN                      "," 19"
"83","TOPIC MODELING             "," 15","BEHAVIORS                  "," 18"
"84","UNIVERSITY                 "," 15","BIG DATA                   "," 18"
"85","EDUCATIONAL TECHNOLOGY     "," 14","CLASSIFICATION             "," 18"
"86","NATURAL LANGUAGE PROCESSING"," 14","COMPETITION                "," 18"
"87","PUBLIC HEALTH              "," 14","FUTURE                     "," 18"
"88","SATISFACTION               "," 14","MODELS                     "," 18"
"89","SUSTAINABILITY             "," 14","MOOCS                      "," 18"
"90","TECHNOLOGY ACCEPTANCE MODEL"," 14","PERSPECTIVES               "," 18"
"91","ACCESSIBILITY              "," 13","SENTIMENT ANALYSIS         "," 18"
"92","ASSESSMENT                 "," 13","STRESS                     "," 18"
"93","ATTITUDES                  "," 13","TECHNOLOGIES               "," 18"
"94","FEATURE EXTRACTION         "," 13","WORD-OF-MOUTH              "," 18"
"95","LEARNING OUTCOMES          "," 13","COVID-19                   "," 17"
"96","MEDICAL STUDENTS           "," 13","IDENTIFICATION             "," 17"
"97","ONLINE COURSE              "," 13","RELIABILITY                "," 17"
"98","TEACHERS                   "," 13","TIME                       "," 17"
"99","USABILITY                  "," 13","USAGE                      "," 17"
"100","INTERNET OF THINGS         "," 12","VALIDITY                   "," 17"
