"","Paper         ","DOI","TC","TCperYear","NTC"
"55","FIDALGO-BLANCO A, 2016, INT J EDUC TECHNOL H ","10.1186/s41239-016-0024-z         ","  88","  9.78","  5.94"
"56","WILLIAMSON B, 2021, CRIT STUD EDUC           ","10.1080/17508487.2020.1737556     ","  86"," 21.50"," 10.63"
"57","LIU K, 2013, ANAL CHEM                       ","10.1021/ac402620c                 ","  83","  6.92","  3.38"
"58","SINDIANI AM, 2020, ANN MED SURG              ","10.1016/j.amsu.2020.09.036        ","  81"," 16.20","  6.17"
"59","CHU SKW, 2011, ONLINE INFORM REV             ","10.1108/14684521111161945         ","  81","  5.79","  2.30"
"60","HIBBARD L, 2016, J CHEM EDUC                 ","10.1021/acs.jchemed.5b00592       ","  81","  9.00","  5.46"
"61","SUEN LKP, 2019, BMC PUBLIC HEALTH            ","10.1186/s12889-019-6705-5         ","  81"," 13.50","  3.63"
"62","OPHIR Y, 2020, CLIN PSYCHOL SCI              ","10.1177/2167702619865973          ","  80"," 16.00","  6.09"
"63","GEGENFURTNER A, 2019, EDUC RES REV-NETH      ","10.1016/j.edurev.2019.100293      ","  79"," 13.17","  3.54"
"64","SCHRÖDER A, 2013, PHARMACOGENOMICS J         ","10.1038/tpj.2011.44               ","  78","  6.50","  3.18"
"65","ALMATRAFI O, 2018, COMPUT EDUC               ","10.1016/j.compedu.2017.11.002     ","  78"," 11.14","  4.87"
"66","AL-KUMAIM NH, 2021, SUSTAINABILITY-BASEL     ","10.3390/su13052546                ","  77"," 19.25","  9.52"
"67","MEDAGLIA R, 2017, GOV INFORM Q               ","10.1016/j.giq.2017.06.001         ","  77","  9.62","  5.38"
"68","MALMSTROM RR, 2013, ISME J                   ","10.1038/ismej.2012.89             ","  77","  6.42","  3.14"
"69","MUJAHID M, 2021, APPL SCI-BASEL              ","10.3390/app11188438               ","  72"," 18.00","  8.90"
"70","ADACHI S, 2010, J HUM GENET                  ","10.1038/jhg.2010.118              ","  72","  4.80","  5.10"
"71","HONG YL, 2017, INFORM SYST RES               ","10.1287/isre.2017.0709            ","  71","  8.88","  4.96"
"72","WANG HD, 2018, RESOUR CONSERV RECY           ","10.1016/j.resconrec.2018.03.006   ","  71"," 10.14","  4.43"
"73","MORENO-MARCOS PM, 2020, COMPUT EDUC          ","10.1016/j.compedu.2019.103728     ","  69"," 13.80","  5.26"
"74","SALVIONI DM, 2017, SUSTAINABILITY-BASEL      ","10.3390/su9060914                 ","  69","  8.62","  4.82"
"75","ACQUAH EO, 2020, COMPUT EDUC                 ","10.1016/j.compedu.2019.103667     ","  69"," 13.80","  5.26"
"76","HOLZMANN-LITTIG C, 2021, VACCINES-BASEL      ","10.3390/vaccines9070777           ","  69"," 17.25","  8.53"
"77","ALEXOPOULOU T, 2017, LANG LEARN              ","10.1111/lang.12232                ","  68","  8.50","  4.75"
"78","CANTABELLA M, 2019, FUTURE GENER COMP SY     ","10.1016/j.future.2018.08.003      ","  67"," 11.17","  3.00"
"79","ZAWACKI-RICHTER O, 2018, INT REV RES OPEN DIS","NA                                ","  67","  9.57","  4.18"
"80","BATOOL M, 2021, ECON RES-EKON ISTRAZ         ","10.1080/1331677X.2020.1863830     ","  67"," 16.75","  8.28"
"81","LODA T, 2020, PLOS ONE                       ","10.1371/journal.pone.0241660      ","  66"," 13.20","  5.03"
"82","HOU ZP, 2019, TOURISM MANAGE                 ","10.1016/j.tourman.2019.03.009     ","  65"," 10.83","  2.91"
"83","COLL C, 2014, COMPUT EDUC                    ","10.1016/j.compedu.2014.01.015     ","  65","  5.91","  3.87"
"84","YANG YQ, 2020, INT J INFORM MANAGE           ","10.1016/j.ijinfomgt.2019.102046   ","  64"," 12.80","  4.88"
"85","ZHAO HL, 2021, INFORM PROCESS MANAG          ","10.1016/j.ipm.2021.102656         ","  64"," 16.00","  7.91"
"86","GÓMEZ-AGUILAR DA, 2015, COMPUT HUM BEHAV     ","10.1016/j.chb.2014.11.001         ","  64","  6.40","  4.34"
"87","ZHENG H, 2020, FRONT ONCOL                   ","10.3389/fonc.2020.00068           ","  64"," 12.80","  4.88"
"88","RAJAB KD, 2018, IEEE ACCESS                  ","10.1109/ACCESS.2018.2800164       ","  63","  9.00","  3.93"
"89","REFAEY K, 2018, J CLIN NEUROSCI              ","10.1016/j.jocn.2018.07.001        ","  63","  9.00","  3.93"
"90","HOPE C, 2021, TECH COLOPROCTOL               ","10.1007/s10151-020-02404-5        ","  63"," 15.75","  7.79"
"91","WANG SM, 2011, ONLINE INFORM REV             ","10.1108/14684521111113588         ","  62","  4.43","  1.76"
"92","LAI C, 2016, COMPUT ASSIST LANG L            ","10.1080/09588221.2014.889714      ","  61","  6.78","  4.11"
"93","LYONS A, 2012, COMPUT HUM BEHAV              ","10.1016/j.chb.2011.08.025         ","  60","  4.62","  4.12"
"94","MELTON CA, 2021, J INFECT PUBLIC HEAL        ","10.1016/j.jiph.2021.08.010        ","  60"," 15.00","  7.42"
"95","SEKULIC D, 2020, SUSTAINABILITY-BASEL        ","10.3390/su12104072                ","  60"," 12.00","  4.57"
"96","PERROTTA C, 2020, LEARN MEDIA TECHNOL        ","10.1080/17439884.2020.1686017     ","  59"," 11.80","  4.49"
"97","NAGY A, 2021, INT J CANCER                   ","10.1002/ijc.33283                 ","  59"," 14.75","  7.29"
"98","KAUR P, 2021, TECHNOL FORECAST SOC           ","10.1016/j.techfore.2020.120426    ","  59"," 14.75","  7.29"
"99","YANG ZL, 2020, INT J INTELL SYST             ","10.1002/int.22225                 ","  58"," 11.60","  4.42"
"100","LI QJ, 2018, COMPUT EDUC                     ","10.1016/j.compedu.2018.08.005     ","  58","  8.29","  3.62"
