"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"79","COMMUNITY DETECTION           "," 19","DECISION-MAKING       "," 14"
"80","LOCATION-BASED SOCIAL NETWORKS"," 19","INTENTION             "," 14"
"81","MAPREDUCE                     "," 19","MATRIX FACTORIZATION  "," 14"
"82","MOBILE DATA MINING            "," 19","PERSPECTIVE           "," 14"
"83","ONLINE SOCIAL NETWORK         "," 19","RISK                  "," 14"
"84","USER ENGAGEMENT               "," 19","SCIENCE               "," 14"
"85","WEB LOG                       "," 19","USER ACCEPTANCE       "," 14"
"86","DATA MODELS                   "," 18","ADOPTION              "," 13"
"87","DECISION TREE                 "," 18","CONTEXT               "," 13"
"88","ELECTRONIC COMMERCE           "," 18","IMPACTS               "," 13"
"89","EVALUATION                    "," 18","INNOVATION            "," 13"
"90","GENETIC ALGORITHM             "," 18","MOTIVATIONS           "," 13"
"91","HUMAN BEHAVIOR                "," 18","NAVIGATION            "," 13"
"92","HUMAN-COMPUTER INTERACTION    "," 18","RECOMMENDER SYSTEMS   "," 13"
"93","INTERNET                      "," 18","USER-GENERATED CONTENT"," 13"
"94","K-MEANS                       "," 18","ASSOCIATION RULES     "," 12"
"95","MINING                        "," 18","CUSTOMER SATISFACTION "," 12"
"96","PROCESS DISCOVERY             "," 18","EMOTIONS              "," 12"
"97","REPRESENTATION LEARNING       "," 18","FREQUENT PATTERNS     "," 12"
"98","SEQUENTIAL PATTERNS           "," 18","ITEMSETS              "," 12"
"99","SOCIAL MEDIA ANALYSIS         "," 18","RULES                 "," 12"
"100","SOCIAL NETWORKING (ONLINE)    "," 18","ANOMALY DETECTION     "," 11"
