"","Paper         ","DOI","TC","TCperYear","NTC"
"31","SETH A, 2011, VIRTUAL REAL-LONDON                                                                                ","10.1007/s10055-009-0153-y          ","209","14.93","10.525"
"32","GERSHON J, 2004, J AM ACAD CHILD PSY                                                                             ","10.1097/01.chi.0000135621.23145.05 ","209"," 9.95"," 7.350"
"33","PORTMAN ME, 2015, COMPUT ENVIRON URBAN                                                                           ","10.1016/j.compenvurbsys.2015.05.001","207","20.70","10.022"
"34","BOTELLA C, 2017, CURR PSYCHIAT REP                                                                               ","10.1007/s11920-017-0788-4          ","204","25.50","13.403"
"35","TORKINGTON J, 2001, SURG ENDOSC                                                                                  ","10.1007/s004640000233              ","192"," 8.00"," 5.186"
"36","DIDEHBANI N, 2016, COMPUT HUM BEHAV                                                                              ","10.1016/j.chb.2016.04.033          ","189","21.00","10.846"
"37","ALAKER M, 2016, INT J SURG                                                                                       ","10.1016/j.ijsu.2016.03.034         ","177","19.67","10.157"
"38","MANIS KT, 2019, J BUS RES                                                                                        ","10.1016/j.jbusres.2018.10.021      ","176","29.33","12.620"
"39","BERNARDO A, 2017, WORLD NEUROSURG                                                                                ","10.1016/j.wneu.2017.06.140         ","175","21.88","11.498"
"40","KHOR WS, 2016, ANN TRANSL MED                                                                                    ","10.21037/atm.2016.12.23            ","175","19.44","10.043"
"41","ROTHBAUM BO, 1999, J TRAUMA STRESS                                                                               ","10.1023/A:1024772308758            ","174"," 6.69"," 5.111"
"42","GREGG L, 2007, SOC PSYCH PSYCH EPID                                                                              ","10.1007/s00127-007-0173-4          ","173"," 9.61","10.990"
"43","SIMEONE AL, 2015, CHI 2015: PROCEEDINGS OF THE 33RD ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS  ","10.1145/2702123.2702389            ","169","16.90"," 8.182"
"44","HUDSON S, 2019, J BUS RES                                                                                        ","10.1016/j.jbusres.2018.10.062      ","169","28.17","12.118"
"45","SCHMITT YS, 2011, BURNS                                                                                          ","10.1016/j.burns.2010.07.007        ","163","11.64"," 8.209"
"46","PELARGOS PE, 2017, J CLIN NEUROSCI                                                                               ","10.1016/j.jocn.2016.09.002         ","163","20.38","10.710"
"47","BONETTI F, 2018, PROGR IS                                                                                        ","10.1007/978-3-319-64027-3_9        ","162","23.14","11.241"
"48","HOFFMAN HG, 2006, J PAIN                                                                                         ","10.1016/j.jpain.2006.04.006        ","162"," 8.53","10.200"
"49","SIN H, 2013, AM J PHYS MED REHAB                                                                                 ","10.1097/PHM.0b013e3182a38e40       ","156","13.00","10.037"
"50","SCHWEBEL DC, 2008, ACCIDENT ANAL PREV                                                                            ","10.1016/j.aap.2008.03.005          ","153"," 9.00"," 5.664"
"51","ROSE T, 2018, APPL ERGON                                                                                         ","10.1016/j.apergo.2018.01.009       ","153","21.86","10.616"
"52","BIERBAUM A, 2001, P IEEE VIRT REAL ANN                                                                           ","10.1109/VR.2001.913774             ","151"," 6.29"," 4.078"
"53","AHLBERG G, 2002, SURG ENDOSC                                                                                     ","10.1007/s00464-001-9025-6          ","149"," 6.48"," 5.662"
"54","GUGENHEIMER J, 2017, PROCEEDINGS OF THE 2017 ACM SIGCHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI'17)","10.1145/3025453.3025683            ","148","18.50"," 9.724"
"55","YUAN Y, 2010, P IEEE VIRT REAL ANN                                                                               ","NA                                 ","146"," 9.73"," 5.579"
"56","SCHWIND V, 2019, CHI 2019: PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS          ","10.1145/3290605.3300590            ","146","24.33","10.469"
"57","CHOI S, 2015, CONCURRENT ENG-RES A                                                                               ","10.1177/1063293X14568814           ","145","14.50"," 7.020"
"58","HOFFMAN HG, 2004, PAIN                                                                                           ","10.1016/j.pain.2004.06.013         ","145"," 6.90"," 5.099"
"59","SHIN DH, 2017, TELEMAT INFORM                                                                                    ","10.1016/j.tele.2017.05.013         ","144","18.00"," 9.461"
"60","WEDEL M, 2020, INT J RES MARK                                                                                    ","10.1016/j.ijresmar.2020.04.004     ","143","28.60","12.381"
"61","ZENNER A, 2017, IEEE T VIS COMPUT GR                                                                             ","10.1109/TVCG.2017.2656978          ","142","17.75"," 9.330"
"62","BIDEAU B, 2010, IEEE COMPUT GRAPH                                                                                ","10.1109/MCG.2009.134               ","141"," 9.40"," 5.388"
"63","CLAY V, 2019, J EYE MOVEMENT RES                                                                                 ","10.16910/jemr.12.1.3               ","141","23.50","10.111"
"64","SCHUTTE NS, 2017, MOTIV EMOTION                                                                                  ","10.1007/s11031-017-9641-7          ","139","17.38"," 9.133"
"65","BELLANI M, 2011, EPIDEMIOL PSYCH SCI                                                                             ","10.1017/S2045796011000448          ","135"," 9.64"," 6.799"
"66","WUANG YP, 2011, RES DEV DISABIL                                                                                  ","10.1016/j.ridd.2010.10.002         ","133"," 9.50"," 6.698"
"67","WON AS, 2017, CHILDREN-BASEL                                                                                     ","10.3390/children4070052            ","131","16.38"," 8.607"
"68","HOFFMAN HG, 1998, P IEEE VIRT REAL ANN                                                                           ","10.1109/VRAIS.1998.658423          ","131"," 4.85"," 8.733"
"69","XIONG JH, 2021, ELIGHT                                                                                           ","10.1186/s43593-021-00003-x         ","130","32.50","18.738"
"70","AYOUB A, 2019, BMC ORAL HEALTH                                                                                   ","10.1186/s12903-019-0937-8          ","129","21.50"," 9.250"
"71","POURMAND A, 2018, CURR PAIN HEADACHE R                                                                           ","10.1007/s11916-018-0708-2          ","129","18.43"," 8.951"
"72","FARSHID M, 2018, BUS HORIZONS                                                                                    ","10.1016/j.bushor.2018.05.009       ","127","18.14"," 8.812"
"73","PRICE M, 2007, J ANXIETY DISORD                                                                                  ","10.1016/j.janxdis.2006.11.002      ","127"," 7.06"," 8.068"
"74","WILSON PN, 1997, DISABIL REHABIL                                                                                 ","10.3109/09638289709166530          ","126"," 4.50"," 5.241"
"75","BORDNICK PS, 2008, ADDICT BEHAV                                                                                  ","10.1016/j.addbeh.2007.12.010       ","125"," 7.35"," 4.627"
"76","VAN KERREBROECK H, 2017, VIRTUAL REAL-LONDON                                                                     ","10.1007/s10055-017-0306-3          ","125","15.62"," 8.213"
"77","BAUS O, 2014, FRONT HUM NEUROSCI                                                                                 ","10.3389/fnhum.2014.00112           ","124","11.27"," 9.140"
"78","ZHAO D, 2015, INT J INJ CONTROL SA                                                                               ","10.1080/17457300.2013.861853       ","124","12.40"," 6.003"
"79","LEE H, 2020, INFORM MANAGE-AMSTER                                                                                ","10.1016/j.im.2019.103229           ","123","24.60","10.649"
"80","SUN Q, 2018, ACM T GRAPHIC                                                                                       ","10.1145/3197517.3201294            ","122","17.43"," 8.465"
"81","LAWSON G, 2016, APPL ERGON                                                                                       ","10.1016/j.apergo.2015.06.024       ","121","13.44"," 6.944"
"82","RIZZO A, 2017, NEUROPSYCHOLOGY                                                                                   ","10.1037/neu0000405                 ","120","15.00"," 7.884"
"83","CHIRICO A, 2018, FRONT PSYCHOL                                                                                   ","10.3389/fpsyg.2017.02351           ","120","17.14"," 8.327"
"84","KOZAK JJ, 1993, ERGONOMICS                                                                                       ","10.1080/00140139308967941          ","119"," 3.72"," 0.847"
"85","NEUMANN DL, 2018, VIRTUAL REAL-LONDON                                                                            ","10.1007/s10055-017-0320-5          ","119","17.00"," 8.257"
"86","IZARD SG, 2018, J MED SYST                                                                                       ","10.1007/s10916-018-0900-2          ","118","16.86"," 8.188"
"87","SCHULTHEIS MT, 2002, J HEAD TRAUMA REHAB                                                                         ","10.1097/00001199-200210000-00002   ","118"," 5.13"," 4.484"
"88","HUANG TK, 2018, KAOHSIUNG J MED SCI                                                                              ","10.1016/j.kjms.2018.01.009         ","115","16.43"," 7.980"
"89","JONES JA, 2008, APGV 2008: PROCEEDINGS OF THE SYMPOSIUM ON APPLIED PERCEPTION IN GRAPHICS AND VISUALIZATION      ","NA                                 ","115"," 6.76"," 4.257"
"90","YIANNAKOPOULOU E, 2015, INT J SURG                                                                               ","10.1016/j.ijsu.2014.11.014         ","113","11.30"," 5.471"
"91","KAMINSKA D, 2019, INFORMATION                                                                                    ","10.3390/info10100318               ","112","18.67"," 8.031"
"92","BURDEA GC, 1999, IEEE T ROBOTIC AUTOM                                                                            ","10.1109/70.768174                  ","112"," 4.31"," 3.290"
"93","ALARAJ A, 2015, OPER NEUROSURG                                                                                   ","10.1227/NEU.0000000000000583       ","112","11.20"," 5.422"
"94","SCHIJVEN MP, 2005, SURG ENDOSC                                                                                   ","10.1007/s00464-004-2240-1          ","110"," 5.50"," 5.620"
"95","BURDEA G, 2000, IEEE T REHABIL ENG                                                                               ","10.1109/86.867886                  ","110"," 4.40"," 5.635"
"96","SINGH RP, 2020, DIABETES METAB SYND                                                                              ","10.1016/j.dsx.2020.05.011          ","110","22.00"," 9.524"
"97","SUTHERLAND J, 2019, J DIGIT IMAGING                                                                              ","10.1007/s10278-018-0122-7          ","109","18.17"," 7.816"
"98","RAUSCHNABEL PA, 2022, COMPUT HUM BEHAV                                                                           ","10.1016/j.chb.2022.107289          ","109","36.33","29.448"
"99","CROSBIE JH, 2007, DISABIL REHABIL                                                                                ","10.1080/09638280600960909          ","109"," 6.06"," 6.925"
"100","STADIE AT, 2008, J NEUROSURG                                                                                     ","10.3171/JNS/2008/108/2/0382        ","108"," 6.35"," 3.998"
