"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"47","GATEKEEPING                 ","11","INFORMATION-TECHNOLOGY "," 18"
"48","ONTOLOGY                    ","11","SEARCH                 "," 18"
"49","TECHNOLOGY                  ","11","CLASSIFICATION         "," 17"
"50","CONTENT ANALYSIS            ","10","NETWORK                "," 17"
"51","GEOVISUAL ANALYTICS         ","10","NEWS                   "," 17"
"52","GIS                         ","10","TECHNOLOGIES           "," 17"
"53","NATURAL LANGUAGE PROCESSING ","10","PARTICIPATION          "," 16"
"54","ONLINE LEARNING             ","10","ALGORITHM              "," 15"
"55","OPEN DATA                   ","10","DECISION-MAKING        "," 15"
"56","CROWDSOURCING               "," 9","BIBLIOMETRIC ANALYSIS  "," 14"
"57","DATA ANALYSIS               "," 9","OUTCOMES               "," 14"
"58","DATA VISUALIZATION          "," 9","PERCEPTIONS            "," 14"
"59","EDUCATIONAL DATA MINING     "," 9","SENTIMENT ANALYSIS     "," 14"
"60","NETWORK ANALYSIS            "," 9","STRATEGIES             "," 14"
"61","TOOLS                       "," 9","TOOL                   "," 14"
"62","TOPIC MODELING              "," 9","ADOPTION               "," 13"
"63","CITATIONS                   "," 8","BUSINESS INTELLIGENCE  "," 13"
"64","COLLABORATION               "," 8","FACEBOOK               "," 13"
"65","DECISION MAKING             "," 8","QUANTIFIED AUDIENCES   "," 13"
"66","DIGITAL JOURNALISM          "," 8","TIME                   "," 13"
"67","E-LEARNING                  "," 8","TRUST                  "," 13"
"68","EVALUATION                  "," 8","WORK                   "," 13"
"69","HIGHER EDUCATION            "," 8","ACHIEVEMENT            "," 12"
"70","INTERNET OF THINGS (IOT)    "," 8","CONSUMPTION            "," 12"
"71","MOOC                        "," 8","GIS                    "," 12"
"72","NEWS PRODUCTION             "," 8","INDICATORS             "," 12"
"73","SUPPLY CHAIN MANAGEMENT     "," 8","INTELLIGENCE           "," 12"
"74","SURVEILLANCE                "," 8","LEARNING ANALYTICS     "," 12"
"75","AUDIENCE METRICS            "," 7","OPPORTUNITIES          "," 12"
"76","CLOUD COMPUTING             "," 7","SERVICE                "," 12"
"77","DIGITAL MARKETING           "," 7","TEXT                   "," 12"
"78","E-COMMERCE                  "," 7","USABILITY              "," 12"
"79","FORECASTING                 "," 7","WORD-OF-MOUTH          "," 12"
"80","INDUSTRY 4                  "," 7","BUSINESS               "," 11"
"81","NEWS                        "," 7","CITATION               "," 11"
"82","PRIVACY                     "," 7","EVOLUTION              "," 11"
"83","REVIEW                      "," 7","HEALTH-CARE            "," 11"
"84","SCOPUS                      "," 7","HOSPITALITY            "," 11"
"85","SOCIAL NETWORKS             "," 7","INTERVENTION           "," 11"
"86","TOURISM                     "," 7","SATISFACTION           "," 11"
"87","USABILITY                   "," 7","SCOPUS                 "," 11"
"88","VOSVIEWER                   "," 7","ARTIFICIAL-INTELLIGENCE"," 10"
"89","WEB METRICS                 "," 7","JOURNALS               "," 10"
"90","WEB MINING                  "," 7","METAANALYSIS           "," 10"
"91","WEBSITE                     "," 7","PHYSICAL-ACTIVITY      "," 10"
"92","AUDIENCES                   "," 6","POLICY                 "," 10"
"93","BLOCKCHAIN                  "," 6","SERVICES               "," 10"
"94","CHINA                       "," 6","SUCCESS                "," 10"
"95","CITESPACE                   "," 6","SUSTAINABILITY         "," 10"
"96","COVID-19 PANDEMIC           "," 6","THINGS                 "," 10"
"97","DATA INTEGRATION            "," 6","WEB 2 0                "," 10"
"98","DECISION SUPPORT SYSTEMS    "," 6","ADOLESCENTS            ","  9"
"99","DIGITAL HEALTH              "," 6","ARTICLES               ","  9"
"100","DIGITAL MEDIA               "," 6","ATTITUDES              ","  9"
