"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"53","STROKE                       "," 10","DISORDERS                     "," 25"
"54","SYMPTOMS                     "," 10","EUTHYMIC PATIENTS             "," 25"
"55","TEMPORAL LOBE EPILEPSY       "," 10","EXECUTIVE FUNCTIONS           "," 25"
"56","CANTAB                       ","  9","EYE-MOVEMENTS                 "," 25"
"57","EXECUTIVE FUNCTIONING        ","  9","NEUROPSYCHOLOGICAL PERFORMANCE"," 25"
"58","FACTOR ANALYSIS              ","  9","PREFRONTAL CORTEX             "," 25"
"59","FMRI                         ","  9","DIAGNOSIS                     "," 24"
"60","SLEEP                        ","  9","MECHANISMS                    "," 24"
"61","ANXIETY                      ","  8","SENSITIVITY                   "," 24"
"62","DIFFUSION TENSOR IMAGING     ","  8","CONCUSSION                    "," 23"
"63","HEAD INJURY                  ","  8","CORTEX                        "," 23"
"64","LONGITUDINAL STUDY           ","  8","MANAGEMENT                    "," 23"
"65","MAJOR DEPRESSIVE DISORDER    ","  8","POPULATION                    "," 23"
"66","MRI                          ","  8","SEX-DIFFERENCES               "," 23"
"67","NEUROCOGNITIVE               ","  8","SPORTS-RELATED CONCUSSION     "," 23"
"68","OBSESSIVE-COMPULSIVE DISORDER","  8","TEST-RETEST RELIABILITY       "," 23"
"69","OUTCOME                      ","  8","COGNITIVE DEFICITS            "," 22"
"70","RELIABILITY                  ","  8","PREDICTORS                    "," 22"
"71","VALIDITY                     ","  8","TIME                          "," 22"
"72","VISUAL ATTENTION             ","  8","HEALTH                        "," 21"
"73","ADHD                         ","  7","INTELLIGENCE                  "," 21"
"74","ADOLESCENT                   ","  7","MAJOR DEPRESSION              "," 21"
"75","ADOLESCENTS                  ","  7","OUTCOMES                      "," 21"
"76","AGEING                       ","  7","RECALL                        "," 20"
"77","BASELINE TESTING             ","  7","IMPAIRMENTS                   "," 19"
"78","BREAST CANCER                ","  7","MODELS                        "," 19"
"79","CHEMOTHERAPY                 ","  7","PEOPLE                        "," 19"
"80","COGNITIVE REHABILITATION     ","  7","COGNITION                     "," 17"
"81","EVENT-RELATED POTENTIALS     ","  7","EDUCATION                     "," 17"
"82","LANGUAGE                     ","  7","FOLLOW-UP                     "," 17"
"83","NEUROPSYCHOLOGICAL           ","  7","HIPPOCAMPAL VOLUME            "," 17"
"84","PARKINSON'S DISEASE          ","  7","SPORT                         "," 17"
"85","PSYCHOSOCIAL FUNCTIONING     ","  7","ABILITY                       "," 16"
"86","TBI                          ","  7","CHILDHOOD                     "," 16"
"87","THEORY OF MIND               ","  7","CONFIRMATORY FACTOR-ANALYSIS  "," 16"
"88","TRAUMA                       ","  7","LIFE                          "," 16"
"89","CHILD                        ","  6","NEUROPSYCHOLOGICAL FUNCTION   "," 16"
"90","COGNITIVE ABILITIES          ","  6","PATTERNS                      "," 16"
"91","COGNITIVE DECLINE            ","  6","RISK-FACTORS                  "," 16"
"92","COMPUTERIZED TESTING         ","  6","STORAGE                       "," 16"
"93","CONSOLIDATION                ","  6","STRESS                        "," 16"
"94","FACE RECOGNITION             ","  6","ANXIETY                       "," 15"
"95","IMPULSIVITY                  ","  6","BIPOLAR DISORDER              "," 15"
"96","LEARNING                     ","  6","EPIDEMIOLOGY                  "," 15"
"97","LONG-TERM MEMORY             ","  6","INTERFERENCE                  "," 15"
"98","OLDER ADULTS                 ","  6","NEGATIVE SYMPTOMS             "," 15"
"99","PSYCHOMETRICS                ","  6","NEUROPSYCHOLOGICAL ASSESSMENT "," 15"
"100","PTSD                         ","  6","PARKINSONS-DISEASE            "," 15"
