"","Paper         ","DOI","TC","TCperYear","NTC"
"21","SWANSON HL, 2009, J LEARN DISABIL-US         ","10.1177/0022219409331958              ","251","15.69"," 3.60"
"22","GATHERCOLE SE, 2000, J EDUC PSYCHOL          ","10.1037//0022-0663.92.2.377           ","250","10.00"," 3.83"
"23","GOLDSTEIN RZ, 2004, NEUROPSYCHOLOGIA         ","10.1016/j.neuropsychologia.2004.04.002","249","11.86"," 2.66"
"24","PURCELL R, 1998, BIOL PSYCHIAT               ","10.1016/S0006-3223(97)00201-1         ","248"," 9.19"," 5.25"
"25","AHLES TA, 2003, PSYCHO-ONCOL                 ","10.1002/pon.742                       ","241","10.95"," 3.85"
"26","ADDINGTON J, 1999, SCHIZOPHRENIA BULL        ","10.1093/oxfordjournals.schbul.a033363 ","239"," 9.19"," 2.98"
"27","IVERSON GL, 2006, BRAIN INJURY               ","10.1080/02699050500487910             ","236","12.42"," 2.96"
"28","FRIED PA, 2003, NEUROTOXICOL TERATOL         ","10.1016/S0892-0362(03)00029-1         ","233","10.59"," 3.72"
"29","JOVANOVSKI D, 2005, J CLIN EXP NEUROPSYC     ","10.1080/13803390490515694             ","231","11.55"," 3.08"
"30","KONKLE T, 2010, PSYCHOL SCI                  ","10.1177/0956797610385359              ","230","15.33"," 4.17"
"31","TABARÉS-SEISDEDOS R, 2008, J AFFECT DISORDERS","10.1016/j.jad.2007.12.234             ","227","13.35"," 2.77"
"32","THARYAN P, 2005, COCHRANE DB SYST REV        ","10.1002/14651858.CD000076             ","225","11.25"," 3.00"
"33","MINZENBERG MJ, 2004, AM J PSYCHIAT           ","10.1176/appi.ajp.161.1.116            ","223","10.62"," 2.38"
"34","RESNICK SM, 1997, NEUROLOGY                  ","10.1212/WNL.49.6.1491                 ","223"," 7.96"," 6.78"
"35","PILLING S, 2002, PSYCHOL MED                 ","10.1017/S0033291702005640             ","222"," 9.65"," 2.90"
"36","ERSCHE KD, 2006, NEUROPSYCHOPHARMACOL        ","10.1038/sj.npp.1300889                ","222","11.68"," 2.78"
"37","TURNER DC, 2004, BIOL PSYCHIAT               ","10.1016/j.biopsych.2004.02.008        ","221","10.52"," 2.36"
"38","BREWIN CR, 2007, J ABNORM PSYCHOL            ","10.1037/0021-843X.116.3.448           ","220","12.22"," 3.34"
"39","ROHLING ML, 2011, CLIN NEUROPSYCHOL          ","10.1080/13854046.2011.565076          ","220","15.71"," 3.99"
"40","WIENEKE MH, 1995, PSYCHO-ONCOL               ","10.1002/pon.2960040108                ","219"," 7.30"," 4.12"
"41","GREENE JDW, 1996, NEUROPSYCHOLOGIA           ","10.1016/0028-3932(95)00151-4          ","210"," 7.24"," 3.52"
"42","JARROLD C, 1999, NEUROPSYCHOLOGIA            ","10.1016/S0028-3932(98)00128-6         ","207"," 7.96"," 2.58"
"43","RUCHKIN DS, 1992, COGNITIVE BRAIN RES        ","10.1016/0926-6410(92)90005-C          ","205"," 6.21"," 5.48"
"44","MCCLINCY MP, 2006, BRAIN INJURY              ","10.1080/02699050500309817             ","203","10.68"," 2.54"
"45","KRUPP LB, 2000, NEUROLOGY                    ","10.1212/WNL.55.7.934                  ","202"," 8.08"," 3.10"
"46","SKINNER EI, 2007, NEUROPSYCHOLOGIA           ","10.1016/j.neuropsychologia.2007.03.007","200","11.11"," 3.04"
"47","BELANGER HG, 2009, J INT NEUROPSYCH SOC      ","10.1017/S1355617708090036             ","199","12.44"," 2.86"
"48","NORMAN MA, 2011, J CLIN EXP NEUROPSYC        ","10.1080/13803395.2011.559157          ","198","14.14"," 3.59"
"49","DEADWYLER SA, 1996, J NEUROSCI               ","NA                                    ","197"," 6.79"," 3.31"
"50","YÜCEL M, 2012, SCHIZOPHRENIA BULL            ","10.1093/schbul/sbq079                 ","196","15.08"," 3.10"
"51","IVERSON GL, 2005, J CLIN EXP NEUROPSYC       ","10.1081/13803390490918435             ","195"," 9.75"," 2.60"
"52","LEE BK, 2007, ARCH GEN PSYCHIAT              ","10.1001/archpsyc.64.7.810             ","194","10.78"," 2.94"
"53","GOLDSTEIN JM, 1998, AM J PSYCHIAT            ","10.1176/ajp.155.10.1358               ","191"," 7.07"," 4.05"
"54","HURRIA A, 2006, J AM GERIATR SOC             ","10.1111/j.1532-5415.2006.00732.x      ","188"," 9.89"," 2.35"
"55","HEALEY CG, 2012, IEEE T VIS COMPUT GR        ","10.1109/TVCG.2011.127                 ","188","14.46"," 2.97"
"56","DUCHAINE B, 2005, J COGNITIVE NEUROSCI       ","10.1162/0898929053124857              ","186"," 9.30"," 2.48"
"57","ARDILA A, 2010, ARCH CLIN NEUROPSYCH         ","10.1093/arclin/acq079                 ","184","12.27"," 3.34"
"58","BELLEVILLE S, 2017, NEUROPSYCHOL REV         ","10.1007/s11065-017-9361-5             ","180","22.50"," 6.13"
"59","KAWAS CH, 2003, NEUROLOGY                    ","10.1212/01.WNL.0000055813.36504.BF    ","175"," 7.95"," 2.80"
"60","POTVIN S, 2018, ADDICT BEHAV                 ","10.1016/j.addbeh.2018.01.021          ","175","25.00"," 7.33"
"61","SCHATZ P, 2010, AM J SPORT MED               ","10.1177/0363546509343805              ","171","11.40"," 3.10"
"62","TSENG MH, 2000, AM J OCCUP THER              ","10.5014/ajot.54.1.83                  ","167"," 6.68"," 2.56"
"63","FANN JR, 2001, PSYCHOSOMATICS                ","10.1176/appi.psy.42.1.48              ","167"," 6.96"," 3.38"
"64","KONTOS AP, 2012, ARCH PHYS MED REHAB         ","10.1016/j.apmr.2012.03.032            ","167","12.85"," 2.64"
"65","SMALL GW, 2018, AM J GERIAT PSYCHIAT         ","10.1016/j.jagp.2017.10.010            ","164","23.43"," 6.87"
"66","PUKROP R, 2007, SCHIZOPHR RES                ","10.1016/j.schres.2007.01.020          ","164"," 9.11"," 2.49"
"67","MAKOVSKI T, 2007, PSYCHON B REV              ","10.3758/BF03193093                    ","162"," 9.00"," 2.46"
"68","PAVULURI MN, 2006, AM J PSYCHIAT             ","10.1176/appi.ajp.163.2.286            ","162"," 8.53"," 2.03"
"69","HORST JS, 2016, BEHAV RES METHODS            ","10.3758/s13428-015-0647-3             ","161","17.89"," 6.45"
"70","WINGO AP, 2009, J CLIN PSYCHIAT              ","10.4088/JCP.08r04972                  ","160","10.00"," 2.30"
"71","LAU BC, 2011, AM J SPORT MED                 ","10.1177/0363546510392016              ","158","11.29"," 2.87"
"72","COGHILL DR, 2014, PSYCHOL MED                ","10.1017/S0033291713002547             ","158","14.36"," 5.87"
"73","CUESTA MJ, 1994, SCHIZOPHRENIA BULL          ","10.1093/schbul/20.2.359               ","155"," 5.00"," 3.80"
"74","KWON JS, 2003, PSYCHIAT RES-NEUROIM          ","10.1016/S0925-4927(02)00104-X         ","153"," 6.95"," 2.45"
"75","COVASSIN T, 2012, CLIN J SPORT MED           ","10.1097/JSM.0b013e31823403d2          ","153","11.77"," 2.42"
"76","HUIJGEN BCH, 2015, PLOS ONE                  ","10.1371/journal.pone.0144580          ","152","15.20"," 4.59"
"77","DRUZGAL TJ, 2003, J COGNITIVE NEUROSCI       ","10.1162/089892903322370708            ","152"," 6.91"," 2.43"
"78","NESTOR PG, 1993, AM J PSYCHIAT               ","NA                                    ","151"," 4.72"," 4.22"
"79","SEGAERT K, 2013, NEUROPSYCHOLOGIA            ","10.1016/j.neuropsychologia.2012.11.006","147","12.25"," 3.03"
"80","MUR M, 2007, J CLIN PSYCHIAT                 ","10.4088/JCP.v68n0715                  ","147"," 8.17"," 2.23"
"81","BROCKMOLE JR, 2013, FRONT PSYCHOL            ","10.3389/fpsyg.2013.00012              ","145","12.08"," 2.98"
"82","ELBIN RJ, 2011, AM J SPORT MED               ","10.1177/0363546511417173              ","145","10.36"," 2.63"
"83","FAZIO VC, 2007, NEUROREHABILITATION          ","NA                                    ","143"," 7.94"," 2.17"
"84","MAGNUSSEN S, 1999, PSYCHOL RES-PSYCH FO      ","10.1007/s004260050043                 ","141"," 5.42"," 1.76"
"85","MAPSTONE M, 2003, NEUROLOGY                  ","10.1212/01.WNL.0000049471.76799.DE    ","140"," 6.36"," 2.24"
"86","HUGUET P, 2007, J EDUC PSYCHOL               ","10.1037/0022-0663.99.3.545            ","140"," 7.78"," 2.12"
"87","TOMODA A, 2009, BIOL PSYCHIAT                ","10.1016/j.biopsych.2009.04.021        ","139"," 8.69"," 2.00"
"88","ROSSION B, 1999, CLIN NEUROPHYSIOL           ","10.1016/S1388-2457(98)00037-6         ","138"," 5.31"," 1.72"
"89","JORGE RE, 2010, ARCH GEN PSYCHIAT            ","10.1001/archgenpsychiatry.2009.185    ","137"," 9.13"," 2.48"
"90","BUCHANAN RW, 2008, AM J PSYCHIAT             ","10.1176/appi.ajp.2007.07050724        ","136"," 8.00"," 1.66"
"91","XU GY, 2012, J AFFECT DISORDERS              ","10.1016/j.jad.2011.11.029             ","136","10.46"," 2.15"
"92","SELNES OA, 2003, ANN THORAC SURG             ","10.1016/S0003-4975(03)00021-3         ","136"," 6.18"," 2.17"
"93","LARRABEE GJ, 2014, ARCH CLIN NEUROPSYCH      ","10.1093/arclin/acu019                 ","136","12.36"," 5.06"
"94","CULLEN B, 2016, J AFFECT DISORDERS           ","10.1016/j.jad.2016.06.063             ","135","15.00"," 5.41"
"95","EGGENBERGER P, 2015, CLIN INTERV AGING       ","10.2147/CIA.S87732                    ","134","13.40"," 4.05"
"96","DRAKE EB, 2000, NEUROLOGY                    ","10.1212/WNL.54.3.599                  ","134"," 5.36"," 2.06"
"97","SELNES OA, 2001, ARCH NEUROL-CHICAGO         ","10.1001/archneur.58.4.598             ","132"," 5.50"," 2.67"
"98","SUMIYOSHI T, 2001, BIOL PSYCHIAT             ","10.1016/S0006-3223(00)01025-8         ","132"," 5.50"," 2.67"
"99","HILL SK, 2004, SCHIZOPHR RES                 ","10.1016/S0920-9964(03)00213-5         ","132"," 6.29"," 1.41"
"100","BREMNER JD, 2004, J NERV MENT DIS            ","10.1097/01.nmd.0000142027.52893.c8    ","132"," 6.29"," 1.41"
