"","Paper         ","DOI","TC","TCperYear","NTC"
"18","REISBERG B, 2010, ALZHEIMERS DEMENT        ","10.1016/j.jalz.2009.10.002            "," 396"," 26.40"," 4.966"
"19","VOGELEY K, 2004, J COGNITIVE NEUROSCI      ","10.1162/089892904970799               "," 395"," 18.81"," 2.198"
"20","HASSON U, 2010, TRENDS COGN SCI            ","10.1016/j.tics.2009.10.011            "," 385"," 25.67"," 4.828"
"21","HACKMAN DA, 2015, DEVELOPMENTAL SCI        ","10.1111/desc.12246                    "," 373"," 37.30","10.694"
"22","KAPASI A, 2017, ACTA NEUROPATHOL           ","10.1007/s00401-017-1717-7             "," 363"," 45.38"," 7.691"
"23","MIRMAN D, 2008, J MEM LANG                 ","10.1016/j.jml.2007.11.006             "," 344"," 20.24"," 4.735"
"24","WACONGNE C, 2012, J NEUROSCI               ","10.1523/JNEUROSCI.5003-11.2012        "," 340"," 26.15"," 6.851"
"25","GREENE MR, 2009, PSYCHOL SCI               ","10.1111/j.1467-9280.2009.02316.x      "," 310"," 19.38"," 4.005"
"26","HASHIMOTO T, 2008, AM J PSYCHIAT           ","10.1176/appi.ajp.2007.07081223        "," 310"," 18.24"," 4.267"
"27","GRIFFITHS TL, 2006, PSYCHOL SCI            ","10.1111/j.1467-9280.2006.01780.x      "," 307"," 16.16"," 1.822"
"28","VERGHESE J, 2014, NEUROLOGY                ","10.1212/WNL.0000000000000717          "," 299"," 27.18"," 7.364"
"29","WEINTRAUB S, 2018, ALZ DIS ASSOC DIS       ","10.1097/WAD.0000000000000223          "," 294"," 42.00"," 8.852"
"30","BRADY TF, 2011, PSYCHOL SCI                ","10.1177/0956797610397956              "," 286"," 20.43"," 4.731"
"31","AKIL M, 1999, AM J PSYCHIAT                ","10.1176/ajp.156.10.1580               "," 277"," 10.65"," 1.320"
"32","HABERMAN J, 2009, J EXP PSYCHOL HUMAN      ","10.1037/a0013899                      "," 271"," 16.94"," 3.501"
"33","SHIELDS GS, 2017, PSYCHOL BULL             ","10.1037/bul0000100                    "," 265"," 33.12"," 5.614"
"34","BAHAR-FUCHS A, 2013, COCHRANE DB SYST REV  ","10.1002/14651858.CD003260.pub2        "," 257"," 21.42"," 1.593"
"35","RANGANATH C, 2004, J NEUROSCI              ","10.1523/JNEUROSCI.5053-03.2004        "," 256"," 12.19"," 1.424"
"36","NOBLE S, 2019, NEUROIMAGE                  ","10.1016/j.neuroimage.2019.116157      "," 253"," 42.17"," 9.555"
"37","WALTHER DB, 2009, J NEUROSCI               ","10.1523/JNEUROSCI.0559-09.2009        "," 245"," 15.31"," 3.165"
"38","GOLD BT, 2013, J NEUROSCI                  ","10.1523/JNEUROSCI.3837-12.2013        "," 240"," 20.00"," 1.488"
"39","MANDERA P, 2017, J MEM LANG                ","10.1016/j.jml.2016.04.001             "," 236"," 29.50"," 5.000"
"40","SCHACK B, 2002, INT J PSYCHOPHYSIOL        ","10.1016/S0167-8760(01)00199-4         "," 230"," 10.00"," 2.363"
"41","BOOKSTEIN FL, 2002, NEUROIMAGE             ","10.1006/nimg.2001.0977                "," 226","  9.83"," 2.322"
"42","COHEN MA, 2016, TRENDS COGN SCI            ","10.1016/j.tics.2016.03.006            "," 220"," 24.44"," 7.893"
"43","HIRSHORN EA, 2006, NEUROPSYCHOLOGIA        ","10.1016/j.neuropsychologia.2006.03.035"," 211"," 11.11"," 1.252"
"44","NORMAN MA, 2011, J CLIN EXP NEUROPSYC      ","10.1080/13803395.2011.559157          "," 198"," 14.14"," 3.275"
"45","WOODS KJP, 2017, ATTEN PERCEPT PSYCHO      ","10.3758/s13414-017-1361-2             "," 198"," 24.75"," 4.195"
"46","PIERRI JN, 2001, ARCH GEN PSYCHIAT         ","10.1001/archpsyc.58.5.466             "," 193","  8.04"," 1.589"
"47","CREEL SC, 2004, J EXP PSYCHOL LEARN        ","10.1037/0278-7393.30.5.1119           "," 183","  8.71"," 1.018"
"48","LIBERMAN A, 2014, CURR BIOL                ","10.1016/j.cub.2014.09.025             "," 183"," 16.64"," 4.507"
"49","WAGER TD, 2009, NEUROIMAGE                 ","10.1016/j.neuroimage.2008.10.061      "," 174"," 10.88"," 2.248"
"50","PETERS BD, 2012, SCHIZOPHRENIA BULL        ","10.1093/schbul/sbs054                 "," 167"," 12.85"," 3.365"
"51","KABLE JW, 2005, J COGNITIVE NEUROSCI       ","10.1162/089892905775008625            "," 167","  8.35"," 1.522"
"52","CALDWELL JA, 2009, AVIAT SPACE ENVIR MD    ","10.3357/ASEM.2435.2009                "," 165"," 10.31"," 2.132"
"53","KELLO CT, 2007, J EXP PSYCHOL GEN          ","10.1037/0096-3445.136.4.551           "," 165","  9.17"," 3.295"
"54","AKRAMI A, 2018, NATURE                     ","10.1038/nature25510                   "," 163"," 23.29"," 4.908"
"55","KRAKAUER JW, 2006, PLOS BIOL               ","10.1371/journal.pbio.0040316          "," 162","  8.53"," 0.962"
"56","ELLIS A, 2016, BMC PREGNANCY CHILDB        ","10.1186/s12884-016-0806-2             "," 161"," 17.89"," 5.776"
"57","LIÉGEOIS R, 2017, NEUROIMAGE               ","10.1016/j.neuroimage.2017.09.012      "," 157"," 19.62"," 3.326"
"58","CORINA DP, 2010, BRAIN LANG                ","10.1016/j.bandl.2010.04.001           "," 157"," 10.47"," 1.969"
"59","LI CSR, 2006, NEUROIMAGE                   ","10.1016/j.neuroimage.2006.05.017      "," 156","  8.21"," 0.926"
"60","BARROSO C, 2021, PSYCHOL BULL              ","10.1037/bul0000307                    "," 156"," 39.00","12.682"
"61","ROBINSON E, 2013, AM J CLIN NUTR           ","10.3945/ajcn.112.045245               "," 154"," 12.83"," 0.955"
"62","BRADY TF, 2013, PSYCHOL REV                ","10.1037/a0030779                      "," 149"," 12.42"," 0.924"
"63","MAREWSKI JN, 2011, PSYCHOL REV             ","10.1037/a0024143                      "," 139","  9.93"," 2.299"
"64","CHOI J, 2012, NEUROIMAGE                   ","10.1016/j.neuroimage.2011.09.033      "," 139"," 10.69"," 2.801"
"65","ELIAS PK, 1999, AM J EPIDEMIOL             ","NA                                    "," 134","  5.15"," 0.638"
"66","BARASCUD N, 2016, P NATL ACAD SCI USA      ","10.1073/pnas.1508523113               "," 133"," 14.78"," 4.772"
"67","GÜNTHER F, 2019, PERSPECT PSYCHOL SCI      ","10.1177/1745691619861372              "," 133"," 22.17"," 5.023"
"68","JIANG YHV, 2013, J EXP PSYCHOL HUMAN       ","10.1037/a0027611                      "," 133"," 11.08"," 0.824"
"69","KRYSCIO RJ, 2014, NEUROLOGY                ","10.1212/WNL.0000000000000856          "," 131"," 11.91"," 3.226"
"70","LICINIO J, 2009, ARCH GEN PSYCHIAT         ","10.1001/archgenpsychiatry.2009.38     "," 131","  8.19"," 1.692"
"71","BARNEA-GORALY N, 2010, ARCH GEN PSYCHIAT   ","10.1001/archgenpsychiatry.2010.123    "," 129","  8.60"," 1.618"
"72","DIEDRICHSEN J, 2019, NEURON                ","10.1016/j.neuron.2019.04.021          "," 126"," 21.00"," 4.758"
"73","ZIKMUND-FISHER BJ, 2008, PATIENT EDUC COUNS","10.1016/j.pec.2008.05.010             "," 122","  7.18"," 1.679"
"74","SERINALDI F, 2018, ADV WATER RESOUR        ","10.1016/j.advwatres.2017.10.015       "," 122"," 17.43"," 3.673"
"75","TSAKOS G, 2015, J AM GERIATR SOC           ","10.1111/jgs.13190                     "," 120"," 12.00"," 3.440"
"76","CAGNEY KA, 2009, J GERONTOL B-PSYCHOL      ","10.1093/geronb/gbn041                 "," 120","  7.50"," 1.550"
"77","ELIAS PK, 2005, PSYCHOSOM MED              ","10.1097/01.psy.0000151745.67285.c2    "," 118","  5.90"," 1.075"
"78","KO WH, 2020, BUILD ENVIRON                 ","10.1016/j.buildenv.2020.106779        "," 117"," 23.40"," 2.183"
"79","VON DER MALSBURG T, 2017, J MEM LANG       ","10.1016/j.jml.2016.10.003             "," 115"," 14.38"," 2.436"
"80","ZHEUTLIN AB, 2019, AM J PSYCHIAT           ","10.1176/appi.ajp.2019.18091085        "," 113"," 18.83"," 4.268"
"81","CLERKIN EM, 2017, PHILOS T R SOC B         ","10.1098/rstb.2016.0055                "," 112"," 14.00"," 2.373"
"82","LEE CS, 2014, PSYCHOL AESTHET CREA         ","10.1037/a0036773                      "," 112"," 10.18"," 2.758"
"83","DAVIS EP, 2017, P NATL ACAD SCI USA        ","10.1073/pnas.1703444114               "," 110"," 13.75"," 2.331"
"84","VANMETER P, 1994, J EDUC PSYCHOL           ","10.1037/0022-0663.86.3.323            "," 110","  3.55"," 3.882"
"85","GEARY DC, 2017, J EDUC PSYCHOL             ","10.1037/edu0000159                    "," 107"," 13.38"," 2.267"
"86","LAMPE L, 2019, J CEREBR BLOOD F MET        ","10.1177/0271678X17740501              "," 107"," 17.83"," 4.041"
"87","MAUSBACH BT, 2004, J AM GERIATR SOC        ","10.1111/j.1532-5415.2004.52306.x      "," 107","  5.10"," 0.595"
"88","GEORGAKIS MK, 2016, JAMA PSYCHIAT          ","10.1001/jamapsychiatry.2015.2653      "," 106"," 11.78"," 3.803"
"89","YEH PH, 2009, PSYCHIAT RES-NEUROIM         ","10.1016/j.pscychresns.2008.07.012     "," 105","  6.56"," 1.356"
"90","SKIRBEKK V, 2012, P NATL ACAD SCI USA      ","10.1073/pnas.1112173109               "," 105","  8.08"," 2.116"
"91","DODSON CS, 1998, J EXP PSYCHOL LEARN       ","10.1037/0278-7393.24.5.1121           "," 104","  3.85"," 1.651"
"92","CARPENTER PA, 1999, NEUROIMAGE             ","10.1006/nimg.1999.0465                "," 104","  4.00"," 0.496"
"93","NASTASE SA, 2020, NEUROIMAGE               ","10.1016/j.neuroimage.2020.117254      "," 104"," 20.80"," 1.941"
"94","MARTIN CB, 2018, ELIFE                     ","10.7554/eLife.31873                   "," 104"," 14.86"," 3.131"
"95","JORGENSEN C, 1998, INFORM PROCESS MANAG    ","10.1016/S0306-4573(97)00077-0         "," 103","  3.81"," 1.635"
"96","PETERS ME, 2013, AM J GERIAT PSYCHIAT      ","10.1016/j.jagp.2013.01.049            "," 103","  8.58"," 0.639"
"97","SNITZ BE, 2015, AM J GERIAT PSYCHIAT       ","10.1016/j.jagp.2015.01.008            "," 102"," 10.20"," 2.924"
"98","GÓMEZ RL, 2004, DEVELOPMENTAL SCI          ","10.1111/j.1467-7687.2004.00381.x      "," 102","  4.86"," 0.568"
"99","PLESKAC TJ, 2008, EXP CLIN PSYCHOPHARM     ","10.1037/a0014245                      "," 102","  6.00"," 1.404"
"100","KUMAR S, 2017, JAMA PSYCHIAT               ","10.1001/jamapsychiatry.2017.3292      "," 101"," 12.62"," 2.140"
