"","Paper         ","DOI","TC","TCperYear","NTC"
"55","FARDOULY J, 2017, BODY IMAGE                 ","10.1016/j.bodyim.2016.11.002                                   "," 219","27.38","10.38"
"56","WALTHER K, 2010, HUM BRAIN MAPP              ","10.1002/hbm.20916                                              "," 219","14.60"," 4.99"
"57","WEINBERGER NA, 2016, OBESITY FACTS           ","10.1159/000454837                                              "," 218","24.22"," 8.34"
"58","MCCABE MP, 2001, ADOLESCENCE                 ","NA                                                             "," 216"," 9.00"," 3.10"
"59","KOSTANSKI M, 1998, J CHILD PSYCHOL PSYC      ","10.1111/1469-7610.00319                                        "," 211"," 7.81"," 4.11"
"60","THOMPSON JK, 1999, INT J EAT DISORDER        ","10.1002/(SICI)1098-108X(199907)26:1<43::AID-EAT6>3.3.CO;2-I    "," 209"," 8.04"," 3.25"
"61","CATTARIN JA, 2000, J SOC CLIN PSYCHOL        ","10.1521/jscp.2000.19.2.220                                     "," 209"," 8.36"," 1.98"
"62","MCCABE MP, 2003, J SOC PSYCHOL               ","10.1080/00224540309598428                                      "," 207"," 9.41"," 3.93"
"63","MACHANN J, 2005, J MAGN RESON IMAGING        ","10.1002/jmri.20292                                             "," 205","10.25"," 3.67"
"64","MORRY MM, 2001, CAN J BEHAV SCI              ","10.1037/h0087148                                               "," 203"," 8.46"," 2.91"
"65","ATA RN, 2007, J YOUTH ADOLESCENCE            ","10.1007/s10964-006-9159-x                                      "," 203","11.28"," 4.45"
"66","WIEDERMAN MW, 2000, J SEX RES                ","10.1080/00224490009552021                                      "," 201"," 8.04"," 1.91"
"67","AGLIATA D, 2004, J SOC CLIN PSYCHOL          ","10.1521/jscp.23.1.7.26988                                      "," 199"," 9.48"," 2.78"
"68","CASH TF, 2004, J SOC CLIN PSYCHOL            ","10.1521/jscp.23.1.89.26987                                     "," 199"," 9.48"," 2.78"
"69","ALTABE M, 1998, INT J EAT DISORDER           ","10.1002/(SICI)1098-108X(199803)23:2<153::AID-EAT5>3.0.CO;2-J   "," 199"," 7.37"," 3.88"
"70","GROGAN S, 2006, J HEALTH PSYCHOL             ","10.1177/1359105306065013                                       "," 191","10.05"," 3.34"
"71","WEBB JB, 2015, BODY IMAGE                    ","10.1016/j.bodyim.2015.03.010                                   "," 190","19.00"," 6.40"
"72","EISENBERG ME, 2006, J ADOLESCENT HEALTH      ","10.1016/j.jadohealth.2005.07.002                               "," 189"," 9.95"," 3.31"
"73","UHER R, 2005, BIOL PSYCHIAT                  ","10.1016/j.biopsych.2005.06.001                                 "," 189"," 9.45"," 3.38"
"74","KOVACS L, 2007, BREAST                       ","10.1016/j.breast.2006.08.001                                   "," 187","10.39"," 4.10"
"75","TIGGEMANN M, 2013, BODY IMAGE-a              ","10.1016/j.bodyim.2013.07.003                                   "," 187","15.58"," 6.96"
"76","FERREIRA C, 2013, EAT BEHAV                  ","10.1016/j.eatbeh.2013.01.005                                   "," 186","15.50"," 6.92"
"77","AKAN GE, 1995, INT J EAT DISORDER            ","10.1002/1098-108X(199509)18:2<181::AID-EAT2260180211>3.0.CO;2-M"," 186"," 6.20"," 2.21"
"78","FLYNN KJ, 1998, ANN BEHAV MED                ","10.1007/BF02893804                                             "," 185"," 6.85"," 3.60"
"79","WANT SC, 2009, BODY IMAGE                    ","10.1016/j.bodyim.2009.07.008                                   "," 185","11.56"," 5.10"
"80","HÄNGGI J, 2010, HUM BRAIN MAPP               ","10.1002/hbm.20928                                              "," 184","12.27"," 4.19"
"81","CLAY D, 2005, J RES ADOLESCENCE              ","10.1111/j.1532-7795.2005.00107.x                               "," 181"," 9.05"," 3.24"
"82","DEMAREST J, 2000, J SOC PSYCHOL              ","10.1080/00224540009600485                                      "," 180"," 7.20"," 1.71"
"83","HRABOSKY JI, 2009, BODY IMAGE                ","10.1016/j.bodyim.2009.03.001                                   "," 180","11.25"," 4.96"
"84","ROBERTS A, 2006, J CONSULT CLIN PSYCH        ","10.1037/0022-006X.74.6.1121                                    "," 179"," 9.42"," 3.13"
"85","HEYMSFIELD SB, 2002, AM J PHYSIOL-ENDOC M    ","10.1152/ajpendo.2002.282.1.E132                                "," 177"," 7.70"," 2.29"
"86","FREDERICK DA, 2007, SEX ROLES                ","10.1007/s11199-007-9251-z                                      "," 176"," 9.78"," 3.86"
"87","CASH TF, 1993, J AM ACAD DERMATOL            ","10.1016/0190-9622(93)70223-G                                   "," 174"," 5.44"," 4.56"
"88","PESA JA, 2000, J ADOLESCENT HEALTH           ","10.1016/S1054-139X(99)00118-4                                  "," 174"," 6.96"," 1.65"
"89","WASYLKIW L, 2012, BODY IMAGE                 ","10.1016/j.bodyim.2012.01.007                                   "," 174","13.38"," 5.87"
"90","TIGGEMANN M, 2010, SEX ROLES                 ","10.1007/s11199-010-9789-z                                      "," 172","11.47"," 3.92"
"91","BOSY-WESTPHAL A, 2008, OBESITY FACTS         ","10.1159/000176061                                              "," 172","10.12"," 4.52"
"92","ANDRIJASEVIC R, 2007, FEMINIST REV           ","10.1057/palgrave.fr.9400355                                    "," 168"," 9.33"," 3.68"
"93","CASH TF, 1996, COGNITIVE THER RES            ","10.1007/BF02229242                                             "," 168"," 5.79"," 2.11"
"94","BOURAS EP, 2002, GUT                         ","10.1136/gut.51.6.781                                           "," 167"," 7.26"," 2.16"
"95","CASH TF, 2005, J PSYCHOSOM RES               ","10.1016/j.jpsychores.2004.07.008                               "," 167"," 8.35"," 2.99"
"96","CALZO JP, 2012, J ADOLESCENT HEALTH          ","10.1016/j.jadohealth.2012.02.021                               "," 166","12.77"," 5.60"
"97","MOND J, 2011, J ADOLESCENT HEALTH            ","10.1016/j.jadohealth.2010.07.022                               "," 166","11.86"," 6.12"
"98","FABIAN LJ, 1989, INT J EAT DISORDER          ","10.1002/1098-108X(198901)8:1<63::AID-EAT2260080107>3.0.CO;2-9  "," 165"," 4.58"," 3.03"
"99","TER BOGT TFM, 2006, J ADOLESCENT HEALTH      ","10.1016/j.jadohealth.2005.09.007                               "," 163"," 8.58"," 2.85"
"100","VAN DEN BERG P, 2007, BODY IMAGE             ","10.1016/j.bodyim.2007.04.003                                   "," 163"," 9.06"," 3.57"
