"","Paper         ","DOI","TC","TCperYear","NTC"
"16","JAIMES A, 2007, COMPUT VIS IMAGE UND                                                                                             ","10.1016/j.cviu.2006.10.019        "," 438"," 24.33","23.57"
"17","JACOB RJK, 1991, ACM T INFORM SYST                                                                                               ","10.1145/123078.128728             "," 434"," 12.76","12.40"
"18","AMERSHI S, 2019, CHI 2019: PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS                          ","10.1145/3290605.3300233           "," 412"," 68.67","36.70"
"19","CAO J, 2017, ANGEW CHEM INT EDIT                                                                                                 ","10.1002/anie.201704217            "," 387"," 48.38","31.80"
"20","FISCHER G, 2001, USER MODEL USER-ADAP                                                                                            ","10.1023/A:1011145532042           "," 381"," 15.88"," 6.89"
"21","GORECKY D, 2014, IEEE INTL CONF IND I                                                                                            ","NA                                "," 374"," 34.00","26.80"
"22","NASS C, 1995, INT J HUM-COMPUT ST                                                                                                ","10.1006/ijhc.1995.1042            "," 372"," 12.40","13.39"
"23","LUCAS GM, 2014, COMPUT HUM BEHAV                                                                                                 ","10.1016/j.chb.2014.04.043         "," 367"," 33.36","26.29"
"24","MCFARLANE DC, 2002, HUM-COMPUT INTERACT-a                                                                                        ","10.1207/S15327051HCI1701_1        "," 367"," 15.96","16.47"
"25","CHERUBINI A, 2016, ROBOT CIM-INT MANUF                                                                                           ","10.1016/j.rcim.2015.12.007        "," 338"," 37.56","30.56"
"26","KIERAS DE, 1997, HUM-COMPUT INTERACT                                                                                             ","NA                                "," 300"," 10.71","11.42"
"27","QI SY, 2018, LECT NOTES COMPUT SC                                                                                                ","10.1007/978-3-030-01240-3_25      "," 284"," 40.57","29.19"
"28","CHAQUET JM, 2013, COMPUT VIS IMAGE UND                                                                                           ","10.1016/j.cviu.2013.01.013        "," 282"," 23.50","23.64"
"29","WEIBEL D, 2008, COMPUT HUM BEHAV                                                                                                 ","10.1016/j.chb.2007.11.002         "," 271"," 15.94","15.64"
"30","SASSE MA, 2001, BT TECHNOL J                                                                                                     ","10.1023/A:1011902718709           "," 267"," 11.12"," 4.83"
"31","JACOB RJK, 2008, CHI 2008: 26TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS VOLS 1 AND 2, CONFERENCE PROCEEDINGS ","NA                                "," 260"," 15.29","15.00"
"32","FRAGOPANAGOS N, 2005, NEURAL NETWORKS                                                                                            ","10.1016/j.neunet.2005.03.006      "," 253"," 12.65","12.59"
"33","LEE KM, 2006, INT J HUM-COMPUT ST                                                                                                ","10.1016/j.ijhcs.2006.05.002       "," 243"," 12.79","12.09"
"34","FERREZ PW, 2008, IEEE T BIO-MED ENG                                                                                              ","10.1109/TBME.2007.908083          "," 237"," 13.94","13.68"
"35","MUMM J, 2011, ACMIEEE INT CONF HUM                                                                                               ","10.1145/1957656.1957786           "," 236"," 16.86","11.97"
"36","LISETTI CL, 2004, EURASIP J APPL SIG P                                                                                           ","10.1155/S1110865704406192         "," 236"," 11.24"," 8.82"
"37","TSAROUCHI P, 2016, INT J COMPUT INTEG M                                                                                          ","10.1080/0951192X.2015.1130251     "," 233"," 25.89","21.06"
"38","OLABARRIAGA SD, 2001, MED IMAGE ANAL                                                                                             ","10.1016/S1361-8415(00)00041-4     "," 232","  9.67"," 4.19"
"39","BREAZEAL C, 2004, IEEE T SYST MAN CY C                                                                                           ","10.1109/TSMCC.2004.826268         "," 228"," 10.86"," 8.52"
"40","HUDLICKA E, 2003, INT J HUM-COMPUT ST                                                                                            ","10.1016/S1071-5819(03)00047-8     "," 217","  9.86"," 5.04"
"41","WALTHER JB, 1994, HUM COMMUN RES                                                                                                 ","10.1111/j.1468-2958.1994.tb00332.x"," 216","  6.97"," 4.28"
"42","TURK M, 2014, PATTERN RECOGN LETT                                                                                                ","10.1016/j.patrec.2013.07.003      "," 214"," 19.45","15.33"
"43","CHAO YW, 2018, IEEE WINT CONF APPL                                                                                               ","10.1109/WACV.2018.00048           "," 212"," 30.29","21.79"
"44","CIECHANOWSKI L, 2019, FUTURE GENER COMP SY                                                                                       ","10.1016/j.future.2018.01.055      "," 202"," 33.67","17.99"
"45","BURGOON JK, 2000, COMPUT HUM BEHAV                                                                                               ","10.1016/S0747-5632(00)00029-7     "," 201","  8.04"," 2.50"
"46","THRUN S, 2004, HUM-COMPUT INTERACT                                                                                               ","10.1207/s15327051hci1901&2_2      "," 194","  9.24"," 7.25"
"47","HOC JM, 2000, ERGONOMICS                                                                                                         ","10.1080/001401300409044           "," 188","  7.52"," 2.34"
"48","HAYES GR, 2011, ACM T COMPUT-HUM INT                                                                                             ","10.1145/1993060.1993065           "," 174"," 12.43"," 8.83"
"49","MOON Y, 1996, COMMUN RES                                                                                                         ","10.1177/009365096023006002        "," 173","  5.97","10.37"
"50","PELAU C, 2021, COMPUT HUM BEHAV                                                                                                  ","10.1016/j.chb.2021.106855         "," 165"," 41.25","21.00"
"51","SHARMA R, 1998, P IEEE                                                                                                           ","10.1109/5.664275                  "," 164","  6.07","10.18"
"52","KIRSH D, 2013, ACM T COMPUT-HUM INT                                                                                              ","10.1145/2442106.2442109           "," 164"," 13.67","13.75"
"53","COHEN I, 2004, IEEE T PATTERN ANAL                                                                                               ","10.1109/TPAMI.2004.127            "," 163","  7.76"," 6.09"
"54","GREEN SA, 2008, INT J ADV ROBOT SYST                                                                                             ","10.5772/5664                      "," 160","  9.41"," 9.23"
"55","YAO BP, 2010, PROC CVPR IEEE                                                                                                     ","10.1109/CVPR.2010.5540235         "," 157"," 10.47","10.19"
"56","RICH C, 2010, ACMIEEE INT CONF HUM                                                                                               ","10.1145/1734454.1734580           "," 157"," 10.47","10.19"
"57","BRANIGAN HP, 2010, J PRAGMATICS                                                                                                  ","10.1016/j.pragma.2009.12.012      "," 157"," 10.47","10.19"
"58","SUNDAR SS, 2000, COMMUN RES                                                                                                      ","10.1177/009365000027006001        "," 156","  6.24"," 1.94"
"59","DAY JA, 2006, IEEE T EDUC                                                                                                        ","10.1109/TE.2006.879792            "," 152","  8.00"," 7.56"
"60","ROGERS Y, 2004, ANNU REV INFORM SCI                                                                                              ","10.1002/aris.1440380103           "," 151","  7.19"," 5.64"
"61","BEDDIAR DR, 2020, MULTIMED TOOLS APPL                                                                                            ","10.1007/s11042-020-09004-3        "," 148"," 29.60","14.93"
"62","SMITH ME, 2001, HUM FACTORS                                                                                                      ","10.1518/001872001775898287        "," 144","  6.00"," 2.60"
"63","YAO BP, 2012, IEEE T PATTERN ANAL                                                                                                ","10.1109/TPAMI.2012.67             "," 144"," 11.08","12.32"
"64","HOLLENDER N, 2010, COMPUT HUM BEHAV                                                                                              ","10.1016/j.chb.2010.05.031         "," 141","  9.40"," 9.16"
"65","ROBINS B, 2006, INTERACT STUD                                                                                                    ","NA                                "," 141","  7.42"," 7.01"
"66","OUDAH M, 2020, J IMAGING                                                                                                         ","10.3390/jimaging6080073           "," 141"," 28.20","14.23"
"67","LOPATOVSKA I, 2011, INFORM PROCESS MANAG                                                                                         ","10.1016/j.ipm.2010.09.001         "," 140"," 10.00"," 7.10"
"68","LANCE BJ, 2012, P IEEE                                                                                                           ","10.1109/JPROC.2012.2184830        "," 138"," 10.62","11.81"
"69","SUN Y, 2020, ALEX ENG J                                                                                                          ","10.1016/j.aej.2020.01.015         "," 136"," 27.20","13.72"
"70","SAPONAS TS, 2009, UIST 2009: PROCEEDINGS OF THE 22ND ANNUAL ACM SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY              ","NA                                "," 136","  8.50","15.93"
"71","TORII R, 2006, COMPUT METHOD APPL M                                                                                              ","10.1016/j.cma.2005.05.050         "," 136","  7.16"," 6.77"
"72","PIKE WA, 2009, INFORM VISUAL                                                                                                     ","10.1057/ivs.2009.22               "," 135","  8.44","15.82"
"73","PANTIC M, 2007, LECT NOTES COMPUT SC                                                                                             ","NA                                "," 135","  7.50"," 7.27"
"74","BORGES PVK, 2013, IEEE T CIRC SYST VID                                                                                           ","10.1109/TCSVT.2013.2270402        "," 134"," 11.17","11.23"
"75","KRÓLAK A, 2012, UNIVERSAL ACCESS INF                                                                                             ","10.1007/s10209-011-0256-6         "," 132"," 10.15","11.30"
"76","KREPKI R, 2007, MULTIMED TOOLS APPL                                                                                              ","10.1007/s11042-006-0094-3         "," 130","  7.22"," 7.00"
"77","PARK S, 2004, MULTIMEDIA SYST                                                                                                    ","10.1007/s00530-004-0148-1         "," 130","  6.19"," 4.86"
"78","SAPONAS TS, 2008, CHI 2008: 26TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS VOLS 1 AND 2, CONFERENCE PROCEEDINGS","NA                                "," 129","  7.59"," 7.44"
"79","CRANDALL JW, 2005, IEEE T SYST MAN CY A                                                                                          ","10.1109/TSMCA.2005.850587         "," 129","  6.45"," 6.42"
"80","HONIG S, 2018, FRONT PSYCHOL                                                                                                     ","10.3389/fpsyg.2018.00861          "," 129"," 18.43","13.26"
"81","MODARES H, 2016, IEEE T CYBERNETICS                                                                                              ","10.1109/TCYB.2015.2412554         "," 128"," 14.22","11.57"
"82","BRANIGAN HP, 2011, COGNITION                                                                                                     ","10.1016/j.cognition.2011.05.011   "," 128","  9.14"," 6.49"
"83","ALLEN JF, 2001, AI MAG                                                                                                           ","NA                                "," 128","  5.33"," 2.31"
"84","DE VISSER EJ, 2018, ERGONOMICS                                                                                                   ","10.1080/00140139.2018.1457725     "," 128"," 18.29","13.16"
"85","YANCO HA, 2004, HUM-COMPUT INTERACT                                                                                              ","10.1207/s15327051hci1901&2_6      "," 128","  6.10"," 4.78"
"86","CHAVES AP, 2021, INT J HUM-COMPUT INT                                                                                            ","10.1080/10447318.2020.1841438     "," 127"," 31.75","16.17"
"87","BÉTRANCOURT M, 2000, TRAV HUMAIN                                                                                                 ","NA                                "," 127","  5.08"," 1.58"
"88","LAGUNA K, 1997, COMPUT HUM BEHAV                                                                                                 ","10.1016/S0747-5632(97)00012-5     "," 126","  4.50"," 4.79"
"89","ELMQVIST N, 2011, INFORM VISUAL                                                                                                  ","10.1177/1473871611413180          "," 125","  8.93"," 6.34"
"90","HUBER M, 2008, 2008 17TH IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION, VOLS 1 AND 2                 ","NA                                "," 124","  7.29"," 7.16"
"91","MOORE MM, 2003, IEEE T NEUR SYS REH                                                                                              ","10.1109/TNSRE.2003.814433         "," 123","  5.59"," 2.86"
"92","PAVLIDIS I, 2007, COMPUT VIS IMAGE UND                                                                                           ","10.1016/j.cviu.2006.11.018        "," 123","  6.83"," 6.62"
"93","SUNDAR SS, 2016, COMMUN RES                                                                                                      ","10.1177/0093650214534962          "," 119"," 13.22","10.76"
"94","KAHN PH, 2007, INTERACT STUD                                                                                                     ","NA                                "," 118","  6.56"," 6.35"
"95","LUBART T, 2005, INT J HUM-COMPUT ST                                                                                              ","10.1016/j.ijhcs.2005.04.002       "," 117","  5.85"," 5.82"
"96","YOUNG JE, 2011, INT J SOC ROBOT                                                                                                  ","10.1007/s12369-010-0081-8         "," 117","  8.36"," 5.94"
"97","CHAKRABORTY BK, 2018, IET COMPUT VIS                                                                                             ","10.1049/iet-cvi.2017.0052         "," 115"," 16.43","11.82"
"98","PATRON-PEREZ A, 2012, IEEE T PATTERN ANAL                                                                                        ","10.1109/TPAMI.2012.24             "," 114","  8.77"," 9.76"
"99","MORKES J, 1999, HUM-COMPUT INTERACT                                                                                              ","10.1207/S15327051HCI1404_2        "," 114","  4.38"," 6.84"
"100","CHAUDHRY A, 1999, ANN ROY COLL SURG                                                                                              ","NA                                "," 114","  4.38"," 6.84"
