"","Paper         ","DOI","TC","TCperYear","NTC"
"48","KRAJEWSKI K, 2009, J EXP CHILD PSYCHOL    ","10.1016/j.jecp.2009.03.009            "," 317","19.81"," 6.11"
"49","KRISTJÁNSSON A, 2010, ATTEN PERCEPT PSYCHO","10.3758/APP.72.1.5                    "," 310","20.67"," 7.46"
"50","TOLIA-KELLY D, 2004, T I BRIT GEOGR       ","10.1111/j.0020-2754.2004.00303.x      "," 305","14.52"," 2.94"
"51","REDELMEIER DA, 2003, PAIN                 ","10.1016/S0304-3959(03)00003-4         "," 298","13.55"," 3.46"
"52","WOODMAN GF, 2007, J EXP PSYCHOL HUMAN     ","10.1037/0096-1523.33.2.363            "," 297","16.50"," 4.79"
"53","NAGHAVI HR, 2005, CONSCIOUS COGN          ","10.1016/j.concog.2004.10.003          "," 293","14.65"," 4.11"
"54","KONKLE T, 2010, J EXP PSYCHOL GEN         ","10.1037/a0019165                      "," 291","19.40"," 7.00"
"55","ALBERS AM, 2013, CURR BIOL                ","10.1016/j.cub.2013.05.065             "," 289","24.08"," 8.32"
"56","ECKSTEIN MP, 2011, J VISION               ","10.1167/11.5.14                       "," 286","20.43"," 6.15"
"57","BRADY TF, 2011, PSYCHOL SCI               ","10.1177/0956797610397956              "," 286","20.43"," 6.15"
"58","PALOMBA D, 1997, INT J PSYCHOPHYSIOL      ","10.1016/S0167-8760(97)00751-4         "," 284","10.14"," 2.66"
"59","TODD JJ, 2005, COGN AFFECT BEHAV NE       ","10.3758/CABN.5.2.144                  "," 284","14.20"," 3.99"
"60","WOODMAN GF, 2001, PSYCHOL SCI             ","10.1111/1467-9280.00339               "," 277","11.54"," 3.06"
"61","WANG PP, 1994, J CLIN EXP NEUROPSYC       ","10.1080/01688639408402641             "," 276"," 8.90"," 6.25"
"62","ROUDER JN, 2008, P NATL ACAD SCI USA      ","10.1073/pnas.0711295105               "," 270","15.88"," 4.34"
"63","CHELAZZI L, 2013, VISION RES              ","10.1016/j.visres.2012.12.005          "," 269","22.42"," 7.75"
"64","MCCOLLOUGH AW, 2007, CORTEX               ","10.1016/S0010-9452(08)70447-7         "," 268","14.89"," 4.32"
"65","OWEN AM, 1996, BRAIN                      ","10.1093/brain/119.5.1597              "," 266"," 9.17"," 3.60"
"66","WEDEL M, 2000, MARKET SCI                 ","10.1287/mksc.19.4.297.11794           "," 263","10.52"," 2.83"
"67","CARLISLE NB, 2011, J NEUROSCI             ","10.1523/JNEUROSCI.1097-11.2011        "," 261","18.64"," 5.62"
"68","HARTLEY T, 2007, HIPPOCAMPUS              ","10.1002/hipo.20240                    "," 260","14.44"," 4.19"
"69","UNSWORTH N, 2010, J MEM LANG              ","10.1016/j.jml.2010.02.001             "," 259","17.27"," 6.23"
"70","SALMON E, 1996, BRAIN                     ","10.1093/brain/119.5.1617              "," 258"," 8.90"," 3.49"
"71","RASMUSSEN C, 2005, J EXP CHILD PSYCHOL    ","10.1016/j.jecp.2005.01.004            "," 257","12.85"," 3.61"
"72","RANGANATH C, 2004, J NEUROSCI             ","10.1523/JNEUROSCI.5053-03.2004        "," 256","12.19"," 2.47"
"73","VAN DIJCK J, 2008, VISUAL COMMUN-US       ","10.1177/1470357207084865              "," 254","14.94"," 4.08"
"74","LINDEN DEJ, 2003, NEUROIMAGE              ","10.1016/j.neuroimage.2003.07.021      "," 253","11.50"," 2.94"
"75","SMITH C, 2001, SLEEP MED REV              ","10.1053/smrv.2001.0164                "," 251","10.46"," 2.78"
"76","PENNEY TB, 2000, J EXP PSYCHOL HUMAN      ","10.1037//0096-1523.26.6.1770          "," 249"," 9.96"," 2.68"
"77","BADDELEY AD, 2011, NEUROPSYCHOLOGIA       ","10.1016/j.neuropsychologia.2010.12.042"," 243","17.36"," 5.23"
"78","ROLAND PE, 1995, CEREB CORTEX             ","10.1093/cercor/5.1.79                 "," 242"," 8.07"," 3.04"
"79","BUCKNER RL, 1998, P NATL ACAD SCI USA     ","10.1073/pnas.95.3.891                 "," 241"," 8.93"," 2.84"
"80","ZHANG WW, 2009, PSYCHOL SCI               ","10.1111/j.1467-9280.2009.02322.x      "," 237","14.81"," 4.57"
"81","GENTILUCCI M, 1996, NEUROPSYCHOLOGIA      ","10.1016/0028-3932(95)00128-X          "," 236"," 8.14"," 3.19"
"82","ESTER EF, 2015, NEURON                    ","10.1016/j.neuron.2015.07.013          "," 236","23.60"," 9.85"
"83","EICHENBAUM H, 1996, P NATL ACAD SCI USA   ","10.1073/pnas.93.24.13500              "," 232"," 8.00"," 3.14"
"84","BOGGIO PS, 2009, J NEUROL NEUROSUR PS     ","10.1136/jnnp.2007.141853              "," 231","14.44"," 4.45"
"85","SWALLOW KM, 2009, J EXP PSYCHOL GEN       ","10.1037/a0015631                      "," 231","14.44"," 4.45"
"86","WOODMAN GF, 2004, PSYCHON B REV           ","10.3758/BF03196569                    "," 231","11.00"," 2.22"
"87","KONKLE T, 2010, PSYCHOL SCI               ","10.1177/0956797610385359              "," 230","15.33"," 5.53"
"88","SHIPSTEAD Z, 2014, J MEM LANG             ","10.1016/j.jml.2014.01.004             "," 228","20.73"," 9.07"
"89","GABRIELI JDE, 1995, PSYCHOL SCI           ","10.1111/j.1467-9280.1995.tb00310.x    "," 228"," 7.60"," 2.87"
"90","DESCHEPPER B, 1996, J EXP PSYCHOL LEARN   ","10.1037/0278-7393.22.1.27             "," 227"," 7.83"," 3.07"
"91","MOSCOVITCH M, 1995, P NATL ACAD SCI USA   ","10.1073/pnas.92.9.3721                "," 227"," 7.57"," 2.85"
"92","SCHMIDT BK, 2002, PERCEPT PSYCHOPHYS      ","10.3758/BF03194742                    "," 227"," 9.87"," 2.35"
"93","BUSCHKUEHL M, 2008, PSYCHOL AGING         ","10.1037/a0014342                      "," 223","13.12"," 3.58"
"94","RESNICK SM, 1997, NEUROLOGY               ","10.1212/WNL.49.6.1491                 "," 223"," 7.96"," 2.09"
"95","JENESON A, 2012, LEARN MEMORY             ","10.1101/lm.024018.111                 "," 223","17.15"," 6.12"
"96","RUBIN DC, 2015, PSYCHOL REV               ","10.1037/a0037907                      "," 222","22.20"," 9.26"
"97","WEISS S, 2000, COGNITIVE BRAIN RES        ","10.1016/S0926-6410(00)00011-2         "," 222"," 8.88"," 2.39"
"98","LUM JAG, 2012, CORTEX                     ","10.1016/j.cortex.2011.06.001          "," 221","17.00"," 6.07"
"99","PETERSON MS, 2001, PSYCHOL SCI            ","10.1111/1467-9280.00353               "," 220"," 9.17"," 2.43"
"100","BUTLER PD, 2005, CURR OPIN PSYCHIATR      ","10.1097/00001504-200503000-00008      "," 220","11.00"," 3.09"
