"","Sources       ","Articles"
"49","AGING NEUROPSYCHOLOGY AND COGNITION                                                      "," 21"
"50","ARCHIVES OF CLINICAL NEUROPSYCHOLOGY                                                     "," 20"
"51","BRAIN RESEARCH                                                                           "," 20"
"52","JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY                                  "," 20"
"53","BIOLOGICAL PSYCHOLOGY                                                                    "," 19"
"54","COGNITION & EMOTION                                                                      "," 19"
"55","BEHAVIOURAL BRAIN RESEARCH                                                               "," 18"
"56","COGNITIVE BRAIN RESEARCH                                                                 "," 17"
"57","COGNITIVE PROCESSING                                                                     "," 17"
"58","DEVELOPMENTAL PSYCHOLOGY                                                                 "," 17"
"59","JOURNAL OF NEUROPHYSIOLOGY                                                               "," 17"
"60","COGNITIVE PSYCHOLOGY                                                                     "," 15"
"61","CURRENT PSYCHOLOGY                                                                       "," 15"
"62","DEVELOPMENTAL SCIENCE                                                                    "," 15"
"63","CLINICAL NEUROPSYCHOLOGIST                                                               "," 14"
"64","SCANDINAVIAN JOURNAL OF PSYCHOLOGY                                                       "," 14"
"65","EMOTION                                                                                  "," 13"
"66","LEARNING & MEMORY                                                                        "," 13"
"67","MEMORY STUDIES                                                                           "," 13"
"68","RESEARCH IN DEVELOPMENTAL DISABILITIES                                                   "," 13"
"69","DEVELOPMENTAL PSYCHOBIOLOGY                                                              "," 12"
"70","I-PERCEPTION                                                                             "," 12"
"71","NEUROSCIENCE LETTERS                                                                     "," 12"
"72","BRAIN SCIENCES                                                                           "," 11"
"73","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE                                              "," 11"
"74","EUROPEAN JOURNAL OF NEUROSCIENCE                                                         "," 11"
"75","FRONTIERS IN BEHAVIORAL NEUROSCIENCE                                                     "," 11"
"76","JOURNAL OF ALZHEIMERS DISEASE                                                            "," 11"
"77","TRENDS IN COGNITIVE SCIENCES                                                             "," 11"
"78","BEHAVIOR RESEARCH METHODS                                                                "," 10"
"79","BEHAVIOUR RESEARCH AND THERAPY                                                           "," 10"
"80","BRAIN                                                                                    "," 10"
"81","CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE"," 10"
"82","COGNITIVE NEUROPSYCHOLOGY                                                                "," 10"
"83","FRONTIERS IN AGING NEUROSCIENCE                                                          "," 10"
"84","FRONTIERS IN PSYCHIATRY                                                                  "," 10"
"85","HIPPOCAMPUS                                                                              "," 10"
"86","INTERNATIONAL JOURNAL OF NEUROSCIENCE                                                    "," 10"
"87","JAPANESE PSYCHOLOGICAL RESEARCH                                                          "," 10"
"88","JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH                                          "," 10"
"89","LEARNING AND INDIVIDUAL DIFFERENCES                                                      "," 10"
"90","APPLIED COGNITIVE PSYCHOLOGY                                                             ","  9"
"91","DEVELOPMENTAL NEUROPSYCHOLOGY                                                            ","  9"
"92","FRONTIERS IN NEUROSCIENCE                                                                ","  9"
"93","INFANT BEHAVIOR & DEVELOPMENT                                                            ","  9"
"94","INTELLIGENCE                                                                             ","  9"
"95","PSYCHOLOGICAL MEDICINE                                                                   ","  9"
"96","ADVANCES IN COGNITIVE PSYCHOLOGY                                                         ","  8"
"97","CHILD DEVELOPMENT                                                                        ","  8"
"98","DEVELOPMENTAL COGNITIVE NEUROSCIENCE                                                     ","  8"
"99","DYSLEXIA                                                                                 ","  8"
"100","EPILEPSY & BEHAVIOR                                                                      ","  8"
