"","Paper         ","DOI","TC","TCperYear","NTC"
"41","TIGGEMANN M, 2012, PSYCHOL WOMEN QUART      ","10.1177/0361684311420250                                       "," 146","11.23"," 6.72"
"42","HESSELGRAVE N, 2021, P NATL ACAD SCI USA    ","10.1073/pnas.2022489118                                        "," 139","34.75","26.73"
"43","LINN FHH, 1998, J NEUROL NEUROSUR PS        ","10.1136/jnnp.65.5.791                                          "," 139"," 5.15"," 4.48"
"44","AARSLAND D, 2003, INT J GERIATR PSYCH       ","10.1002/gps.949                                                "," 139"," 6.32"," 3.53"
"45","COWGILL GL, 1997, ANNU REV ANTHROPOL        ","10.1146/annurev.anthro.26.1.129                                "," 136"," 4.86"," 3.86"
"46","SLATER A, 2002, SEX ROLES                   ","10.1023/A:1020232714705                                        "," 136"," 5.91"," 1.99"
"47","FARWELL DJ, 2006, EUR HEART J               ","10.1093/eurheartj/ehi602                                       "," 134"," 7.05"," 2.32"
"48","BALLARD C, 2001, ARCH NEUROL-CHICAGO        ","10.1001/archneur.58.6.977                                      "," 132"," 5.50"," 4.37"
"49","LI YJ, 2017, PLOS ONE                       ","10.1371/journal.pone.0169650                                   "," 130","16.25","11.00"
"50","KIM H, 2010, CLOTH TEXT RES J               ","10.1177/0887302X09332513                                       "," 129"," 8.60"," 5.12"
"51","SEOCK YK, 2008, INT J CONSUM STUD           ","10.1111/j.1470-6431.2007.00647.x                               "," 129"," 7.59"," 5.27"
"52","PREISS-FARZANEGAN SJ, 2009, PM&R            ","10.1016/j.pmrj.2009.01.011                                     "," 129"," 8.06"," 6.40"
"53","CHO J, 2014, J MED INTERNET RES             ","10.2196/jmir.3283                                              "," 128","11.64"," 8.70"
"54","RICE HJ, 2009, CONSCIOUS COGN               ","10.1016/j.concog.2009.07.004                                   "," 125"," 7.81"," 6.20"
"55","CHUNG B, 2004, PEDIATRICS                   ","NA                                                             "," 125"," 5.95"," 2.54"
"56","STEER A, 2008, J SOC CLIN PSYCHOL           ","10.1521/jscp.2008.27.3.205                                     "," 123"," 7.24"," 5.03"
"57","REEVES AL, 1996, EPILEPSIA                  ","10.1111/j.1528-1157.1996.tb00536.x                             "," 121"," 4.17"," 1.89"
"58","MOHR JJ, 2006, PERS SOC PSYCHOL B           ","10.1177/0146167206288281                                       "," 121"," 6.37"," 2.10"
"59","RUI J, 2013, COMPUT HUM BEHAV               ","10.1016/j.chb.2012.07.022                                      "," 120","10.00"," 6.43"
"60","BOLTON MA, 2003, PLAST RECONSTR SURG        ","10.1097/01.PRS.0000070972.57000.08                             "," 119"," 5.41"," 3.02"
"61","BREINES JG, 2008, PERS SOC PSYCHOL B        ","10.1177/0146167207313727                                       "," 119"," 7.00"," 4.86"
"62","LEE SJ, 1999, PERS INDIV DIFFER             ","10.1016/S0191-8869(98)00178-0                                  "," 119"," 4.58"," 3.82"
"63","HUANG HC, 2014, INT J HOSP MANAG            ","10.1016/j.ijhm.2014.04.006                                     "," 117","10.64"," 7.95"
"64","TIMMERMANN C, 2019, SCI REP-UK              ","10.1038/s41598-019-51974-4                                     "," 116","19.33","13.38"
"65","SCHONERTREICHL KA, 1996, J YOUTH ADOLESCENCE","10.1007/BF01537450                                             "," 116"," 4.00"," 1.81"
"66","BORGES NJ, 2006, ACAD MED                   ","10.1097/01.ACM.0000225222.38078.47                             "," 115"," 6.05"," 1.99"
"67","MERTENS MJ, 2003, ANESTHESIOLOGY            ","10.1097/00000542-200308000-00016                               "," 115"," 5.23"," 2.92"
"68","YANG CC, 2016, J YOUTH ADOLESCENCE          ","10.1007/s10964-015-0385-y                                      "," 114","12.67"," 8.68"
"69","MESTON CM, 2004, J SEX MED                  ","10.1111/j.1743-6109.2004.10110.x                               "," 112"," 5.33"," 2.27"
"70","LOWERY SE, 2005, J COLL STUDENT DEV         ","10.1353/csd.2005.0062                                          "," 111"," 5.55"," 3.54"
"71","SU CH, 2019, SUSTAINABILITY-BASEL           ","10.3390/su11133607                                             "," 110","18.33","12.69"
"72","ZUCCOLI G, 2007, AM J NEURORADIOL           ","10.3174/ajnr.A0544                                             "," 109"," 6.06"," 4.14"
"73","VUYK J, 1992, ANESTHESIOLOGY                ","10.1097/00000542-199207000-00002                               "," 109"," 3.30"," 4.64"
"74","CHAE J, 2017, COMPUT HUM BEHAV              ","10.1016/j.chb.2016.10.007                                      "," 107","13.38"," 9.05"
"75","GODFREY EB, 2014, J YOUTH ADOLESCENCE       ","10.1007/s10964-013-0084-5                                      "," 106"," 9.64"," 7.21"
"76","PETERS ML, 2000, PAIN                       ","10.1016/S0304-3959(00)00259-1                                  "," 104"," 4.16"," 2.66"
"77","MORGAN J, 2013, AM POLIT SCI REV            ","10.1017/S0003055413000385                                      "," 104"," 8.67"," 5.57"
"78","HRDY SB, 1997, HUM NATURE-INT BIOS          ","10.1007/s12110-997-1003-9                                      "," 104"," 3.71"," 2.95"
"79","ZURBRIGGEN EL, 2011, SEX ROLES              ","10.1007/s11199-011-9933-4                                      "," 103"," 7.36"," 6.59"
"80","MOTL RW, 2000, MED SCI SPORT EXER           ","NA                                                             "," 101"," 4.04"," 2.59"
"81","FINUCANE C, 2017, J AM GERIATR SOC          ","10.1111/jgs.14563                                              "," 101","12.62"," 8.55"
"82","PINEL EC, 2002, J EXP SOC PSYCHOL           ","10.1006/jesp.2001.1498                                         "," 101"," 4.39"," 1.48"
"83","FURNHAM A, 1996, BRIT J CLIN PSYCHOL        ","10.1111/j.2044-8260.1996.tb01161.x                             "," 100"," 3.45"," 1.56"
"84","SLATER A, 2010, SEX ROLES                   ","10.1007/s11199-010-9794-2                                      "," 100"," 6.67"," 3.97"
"85","MILLS M, 1994, BRIT MED J                   ","10.1136/bmj.309.6954.583                                       ","  99"," 3.19"," 2.68"
"86","ZINGLER VC, 2003, EUR NEUROL                ","10.1159/000068503                                              ","  98"," 4.45"," 2.49"
"87","FARWELL DJ, 2004, EUR HEART J               ","10.1016/j.ehj.2004.03.010                                      ","  97"," 4.62"," 1.97"
"88","POLIVY J, 1992, INT J EAT DISORDER          ","10.1002/1098-108X(199204)11:3<261::AID-EAT2260110309>3.0.CO;2-F","  96"," 2.91"," 4.09"
"89","MERCURIO AE, 2008, SEX ROLES                ","10.1007/s11199-007-9357-3                                      ","  96"," 5.65"," 3.92"
"90","DUHAIME AC, 2012, J NEUROSURG               ","10.3171/2012.8.JNS112298                                       ","  96"," 7.38"," 4.42"
"91","ESTRANEO A, 2013, NEUROLOGY                 ","10.1212/WNL.0b013e31827f0f31                                   ","  96"," 8.00"," 5.14"
"92","WHITLOCK EL, 2011, ANESTHESIOLOGY           ","10.1097/ALN.0b013e3182395dcb                                   ","  96"," 6.86"," 6.14"
"93","VICARIA IM, 2016, J NONVERBAL BEHAV         ","10.1007/s10919-016-0238-8                                      ","  92","10.22"," 7.01"
"94","REVONSUO A, 1995, DREAMING                  ","10.1037/h0094433                                               ","  90"," 3.00"," 4.02"
"95","TATOR CH, 2016, J NEUROSURG                 ","10.3171/2015.6.JNS15664                                        ","  89"," 9.89"," 6.78"
"96","CHAE J, 2018, MEDIA PSYCHOL                 ","10.1080/15213269.2017.1328312                                  ","  88","12.57"," 6.36"
"97","VAN DIJK N, 2006, J CARDIOVASC ELECTR       ","10.1111/j.1540-8167.2006.00533.x                               ","  86"," 4.53"," 1.49"
"98","SOLHEIM R, 1996, FOOD QUAL PREFER           ","10.1016/0950-3293(95)00045-3                                   ","  84"," 2.90"," 1.31"
"99","WESTABY JD, 2003, J SAFETY RES              ","10.1016/S0022-4375(03)00030-6                                  ","  83"," 3.77"," 2.11"
"100","HABERMAS T, 2015, MEMORY                    ","10.1080/09658211.2014.920885                                   ","  81"," 8.10"," 5.46"
