"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"67","ELECTROENCEPHALOGRAPHY     ","11","RESPONSES             "," 23"
"68","FEMININITY                 ","11","STROKE                "," 23"
"69","FMRI                       ","11","BODY-IMAGE            "," 22"
"70","INTOXICATION               ","11","SELF-ESTEEM           "," 22"
"71","PERSONALITY TRAITS         ","11","CONSUMPTION           "," 21"
"72","QUALITY OF LIFE            ","11","DISORDER              "," 21"
"73","SELF                       ","11","HEMORRHAGE            "," 21"
"74","AWARENESS                  ","10","GENERAL-ANESTHESIA    "," 20"
"75","GLASGOW COMA SCALE         ","10","PERCEPTIONS           "," 20"
"76","HIGHER EDUCATION           ","10","STATE                 "," 20"
"77","MRI                        ","10","CRITICAL CONSCIOUSNESS"," 19"
"78","PATRIARCHY                 ","10","METAANALYSIS          "," 19"
"79","PREVALENCE                 ","10","PARTICIPATION         "," 19"
"80","SEIZURES                   ","10","BISPECTRAL INDEX      "," 18"
"81","SELF-AWARENESS             ","10","CHILDHOOD             "," 18"
"82","TREATMENT                  ","10","FOLLOW-UP             "," 18"
"83","AGE                        "," 9","KNOWLEDGE             "," 18"
"84","ANXIETY                    "," 9","PAIN                  "," 18"
"85","CHILD                      "," 9","PATTERNS              "," 18"
"86","CULTURE                    "," 9","PROGNOSIS             "," 18"
"87","HEMODIALYSIS               "," 9","UNITED-STATES         "," 18"
"88","HYPONATREMIA               "," 9","BEHAVIORS             "," 17"
"89","MASCULINITY                "," 9","COMPLICATIONS         "," 17"
"90","SARS-COV-2                 "," 9","EFFICACY              "," 17"
"91","SLEEP                      "," 9","FEMALE                "," 17"
"92","SOCIOPOLITICAL DEVELOPMENT "," 9","MECHANISMS            "," 17"
"93","STIGMA CONSCIOUSNESS       "," 9","PERCEPTION            "," 17"
"94","SUBDURAL HEMATOMA          "," 9","PREVENTION            "," 17"
"95","SURGERY                    "," 9","PROPOFOL              "," 17"
"96","ALCOHOL                    "," 8","SEX                   "," 17"
"97","ANEURYSM                   "," 8","STUDENTS              "," 17"
"98","BODY                       "," 8","BODY CONSCIOUSNESS    "," 16"
"99","CANCER                     "," 8","HEAD-INJURY           "," 16"
"100","CHINA                      "," 8","SATISFACTION          "," 16"
