"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"85","VIRTUAL REALITY                  ","  25","BUILDINGS                        "," 15"
"86","3D DEEP LEARNING                 ","  24","HOUGH TRANSFORM                  "," 15"
"87","LASER SCANNER                    ","  24","MICELLIZATION                    "," 15"
"88","CULTURAL HERITAGE                ","  23","NEURAL-NETWORKS                  "," 15"
"89","IMAGE CODING                     ","  23","SIMPLIFICATION                   "," 15"
"90","LASER POINT CLOUD                ","  23","SURFACTANT                       "," 15"
"91","POINT CLOUD SEMANTIC SEGMENTATION","  23","TERRESTRIAL LASER SCANNER        "," 15"
"92","TERRESTRIAL LASER SCANNER        ","  23","TRITON X-100                     "," 15"
"93","3D                               ","  22","ADDITIVES                        "," 14"
"94","CLOUD COMPUTING                  ","  22","AQUEOUS-SOLUTIONS                "," 14"
"95","LIDAR POINT CLOUDS               ","  22","COLOR                            "," 14"
"96","POINT CLOUD CODING               ","  22","ERROR                            "," 14"
"97","ROBUSTNESS                       ","  22","GRAPH                            "," 14"
"98","TRANSFORMERS                     ","  22","IDENTIFICATION                   "," 14"
"99","3D VISION                        ","  21","INTERPOLATION                    "," 14"
"100","BUILDING RECONSTRUCTION          ","  21","NEURAL-NETWORK                   "," 14"
