"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"45","NON-FUNGIBLE TOKENS                ","  14","WORLD                      "," 16"
"46","SIMULATION                         ","  14","ENGAGEMENT                 "," 15"
"47","USER EXPERIENCE                    ","  14","IDENTIFICATION             "," 15"
"48","CLOUD COMPUTING                    ","  13","QUALITY                    "," 15"
"49","COMMUNICATION                      ","  13","SECURITY                   "," 15"
"50","DIGITAL HEALTH                     ","  13","THINGS                     "," 15"
"51","FEDERATED LEARNING                 ","  13","OPTIMIZATION               "," 14"
"52","GAMING                             ","  13","PRIVACY                    "," 14"
"53","IMMERSIVE TECHNOLOGIES             ","  13","RECOGNITION                "," 14"
"54","LEARNING                           ","  13","MOTIVATION                 "," 13"
"55","NON-FUNGIBLE TOKEN                 ","  13","SCALE                      "," 13"
"56","RESOURCE ALLOCATION                ","  13","USER ACCEPTANCE            "," 13"
"57","VISUALIZATION                      ","  13","ENVIRONMENT                "," 12"
"58","BIG DATA                           ","  12","EVOLUTION                  "," 12"
"59","COLLABORATION                      ","  12","MEDIA                      "," 12"
"60","EXTENDED REALITY (XR)              ","  12","PREDICTION                 "," 12"
"61","REAL-TIME SYSTEMS                  ","  12","RESOURCE-ALLOCATION        "," 12"
"62","SMART CITIES                       ","  12","SMART CITIES               "," 12"
"63","WEB3                               ","  12","SOCIAL PRESENCE            "," 12"
"64","BIBLIOMETRIC                       ","  11","WORLDS                     "," 12"
"65","BIBLIOMETRIC ANALYSIS              ","  11","CONSUMPTION                "," 11"
"66","DATA MODELS                        ","  11","DIGITAL TWIN               "," 11"
"67","INTERACTION                        ","  11","EMOTION                    "," 11"
"68","INTERNET OF THINGS (IOT)           ","  11","FLOW                       "," 11"
"69","META                               ","  11","HEALTH                     "," 11"
"70","NFTS                               ","  11","INTEGRATION                "," 11"
"71","REINFORCEMENT LEARNING             ","  11","NETWORK                    "," 11"
"72","SENSORS                            ","  11","PERSPECTIVE                "," 11"
"73","SOCIAL MEDIA                       ","  11","SERVICE                    "," 11"
"74","TOURISM                            ","  11","VISUALIZATION              "," 11"
"75","VIDEO GAMES                        ","  11","2ND LIFE                   "," 10"
"76","WEB 3 0                            ","  11","ARCHITECTURE               "," 10"
"77","6G                                 ","  10","INDUSTRY 4 0               "," 10"
"78","AUGMENTED REALITY (AR)             ","  10","PERCEPTIONS                "," 10"
"79","EMBODIMENT                         ","  10","SUPPORT                    "," 10"
"80","EMERGING TECHNOLOGIES              ","  10","TOOL                       "," 10"
"81","HIGHER EDUCATION                   ","  10","TOURISM                    "," 10"
"82","HUMAN COMPUTER INTERACTION         ","  10","UNIFIED THEORY             "," 10"
"83","HUMAN-CENTERED COMPUTING           ","  10","WORK                       "," 10"
"84","METAVERSES                         ","  10","CARE                       ","  9"
"85","WIRELESS COMMUNICATION             ","  10","CHILDREN                   ","  9"
"86","AI                                 ","   9","CONTEXT                    ","  9"
"87","AUTHENTICATION                     ","   9","DETERMINANTS               ","  9"
"88","BUILDING INFORMATION MODELING (BIM)","   9","GAME                       ","  9"
"89","COMPUTATIONAL MODELING             ","   9","GAMES                      ","  9"
"90","E-COMMERCE                         ","   9","GENDER                     ","  9"
"91","INDUSTRY 4                         ","   9","INTELLIGENCE               ","  9"
"92","PRESENCE                           ","   9","PEOPLE                     ","  9"
"93","TEACHING                           ","   9","PERCEPTION                 ","  9"
"94","TELEPRESENCE                       ","   9","THERAPY                    ","  9"
"95","TRUST                              ","   9","VALIDATION                 ","  9"
"96","WEB 3                              ","   9","ALGORITHM                  ","  8"
"97","X REALITY                          ","   9","ANTECEDENTS                ","  8"
"98","5G                                 ","   8","ANXIETY                    ","  8"
"99","6G MOBILE COMMUNICATION            ","   8","CONSUMERS                  ","  8"
"100","ARTIFICIAL INTELLIGENCE (AI)       ","   8","EXTENSION                  ","  8"
