"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"63","CONTENT ANALYSIS             "," 3","SUCCESS                "," 6"
"64","CONVOLUTIONAL NEURAL NETWORKS"," 3","ALGORITHM              "," 5"
"65","COVID-19 PANDEMIC            "," 3","ARTIFICIAL-INTELLIGENCE"," 5"
"66","CYBERSECURITY                "," 3","COURSES                "," 5"
"67","DATA VISUALIZATION           "," 3","DATA ANALYTICS         "," 5"
"68","DECISION SUPPORT SYSTEMS     "," 3","DECISION-MAKING        "," 5"
"69","DIGITAL                      "," 3","FEEDBACK               "," 5"
"70","DIGITAL DIVIDE               "," 3","FUTURE                 "," 5"
"71","DIGITAL TRANSFORMATION       "," 3","INTELLIGENCE           "," 5"
"72","INDUSTRIES                   "," 3","MEDICAL-EDUCATION      "," 5"
"73","INFORMATION VISUALIZATION    "," 3","METAANALYSIS           "," 5"
"74","INTERNET OF THINGS (IOT)     "," 3","METRICS                "," 5"
"75","INTERNET USE                 "," 3","MOTIVATION             "," 5"
"76","INTERVENTIONS                "," 3","OUTCOMES               "," 5"
"77","KNOWLEDGE ENGINEERING        "," 3","THINGS                 "," 5"
"78","KNOWLEDGE SHARING            "," 3","TWITTER                "," 5"
"79","LECTURE RECORDING            "," 3","USABILITY              "," 5"
"80","MARKET RESEARCH              "," 3","WORK                   "," 5"
"81","MEASUREMENT                  "," 3","ARCHITECTURE           "," 4"
"82","MEDICAL EDUCATION            "," 3","BIBLIOMETRIC ANALYSIS  "," 4"
"83","METRICS                      "," 3","CITATION               "," 4"
"84","MHEALTH                      "," 3","ENGLISH                "," 4"
"85","MOOCS                        "," 3","ENVIRONMENTS           "," 4"
"86","MOODLE                       "," 3","EXPOSURE               "," 4"
"87","NATURAL LANGUAGE PROCESSING  "," 3","FIELD                  "," 4"
"88","ONLINE EDUCATION             "," 3","INSTRUCTION            "," 4"
"89","ONLINE SOCIAL NETWORKS       "," 3","INTEGRATION            "," 4"
"90","PERFORMANCE PREDICTION       "," 3","INTERVENTIONS          "," 4"
"91","PREDICTIVE MODELS            "," 3","JOURNALISM             "," 4"
"92","REFLECTION                   "," 3","ONTOLOGY               "," 4"
"93","SCOPING REVIEW               "," 3","PHYSICAL-ACTIVITY      "," 4"
"94","SELF-REGULATED LEARNING      "," 3","SATISFACTION           "," 4"
"95","TECHNOLOGY                   "," 3","SERIOUS GAMES          "," 4"
"96","TEXT ANALYTICS               "," 3","SERVICE                "," 4"
"97","TOURISM                      "," 3","SERVICES               "," 4"
"98","WEB MINING                   "," 3","STUDENT                "," 4"
"99","WEBSITE                      "," 3","SUSTAINABILITY         "," 4"
"100","ACADEMIC ANALYTICS           "," 2","TECHNOLOGIES           "," 4"
