"","Sources       ","Articles"
"43","DATA TECHNOLOGIES AND APPLICATIONS                                      "," 2"
"44","ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS                           "," 2"
"45","ELECTRONIC LIBRARY                                                      "," 2"
"46","EPJ DATA SCIENCE                                                        "," 2"
"47","EUROPEAN JOURNAL OF OPERATIONAL RESEARCH                                "," 2"
"48","FRONTIERS IN PUBLIC HEALTH                                              "," 2"
"49","IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS                "," 2"
"50","INFORMATION & MANAGEMENT                                                "," 2"
"51","INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION     "," 2"
"52","INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION                          "," 2"
"53","INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS                             "," 2"
"54","INTERNATIONAL JOURNAL OF SPORTS SCIENCE & COACHING                      "," 2"
"55","INTERNET AND HIGHER EDUCATION                                           "," 2"
"56","JOURNAL OF ACADEMIC LIBRARIANSHIP                                       "," 2"
"57","JOURNAL OF CHEMICAL EDUCATION                                           "," 2"
"58","JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING             "," 2"
"59","JOURNAL OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT                   "," 2"
"60","JOURNAL OF INTELLIGENT & FUZZY SYSTEMS                                  "," 2"
"61","JOURNAL OF KNOWLEDGE MANAGEMENT                                         "," 2"
"62","JOURNAL OF MANAGEMENT ANALYTICS                                         "," 2"
"63","JOURNAL OF MANAGEMENT INFORMATION SYSTEMS                               "," 2"
"64","LEARNED PUBLISHING                                                      "," 2"
"65","LIBRARY HI TECH                                                         "," 2"
"66","NEW MEDIA & SOCIETY                                                     "," 2"
"67","PROFESIONAL DE LA INFORMACION                                           "," 2"
"68","TECHNOLOGY IN SOCIETY                                                   "," 2"
"69","ACADEMIC PEDIATRICS                                                     "," 1"
"70","ACM TRANSACTIONS ON INTERNET TECHNOLOGY                                 "," 1"
"71","ACTA PAULISTA DE ENFERMAGEM                                             "," 1"
"72","AD HOC NETWORKS                                                         "," 1"
"73","ADDICTION                                                               "," 1"
"74","AERA OPEN                                                               "," 1"
"75","AMERICAN HEALTH AND DRUG BENEFITS                                       "," 1"
"76","AMERICAN JOURNAL OF MENS HEALTH                                         "," 1"
"77","ANATOMICAL SCIENCES EDUCATION                                           "," 1"
"78","ANNALS OF TOURISM RESEARCH                                              "," 1"
"79","ASSESSMENT & EVALUATION IN HIGHER EDUCATION                             "," 1"
"80","AUSTRALASIAN JOURNAL OF EARLY CHILDHOOD                                 "," 1"
"81","AUTOMATION IN CONSTRUCTION                                              "," 1"
"82","BEHAVIORAL SCIENCES                                                     "," 1"
"83","BIOMOLECULES                                                            "," 1"
"84","BIPOLAR DISORDERS                                                       "," 1"
"85","BMC PUBLIC HEALTH                                                       "," 1"
"86","BMJ OPEN                                                                "," 1"
"87","BRIEFINGS IN BIOINFORMATICS                                             "," 1"
"88","BUSINESS PROCESS MANAGEMENT JOURNAL                                     "," 1"
"89","CHINA AGRICULTURAL ECONOMIC REVIEW                                      "," 1"
"90","CHRONIC RESPIRATORY DISEASE                                             "," 1"
"91","CIN-COMPUTERS INFORMATICS NURSING                                       "," 1"
"92","CLINICAL GENETICS                                                       "," 1"
"93","CLINICAL PEDIATRICS                                                     "," 1"
"94","COASTAL MANAGEMENT                                                      "," 1"
"95","COMPUTER ASSISTED LANGUAGE LEARNING                                     "," 1"
"96","COMPUTER GRAPHICS FORUM                                                 "," 1"
"97","COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE                            "," 1"
"98","COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING                     "," 1"
"99","COMPUTERS & INDUSTRIAL ENGINEERING                                      "," 1"
"100","COMPUTERS ENVIRONMENT AND URBAN SYSTEMS                                 "," 1"
