"","Paper         ","DOI","TC","TCperYear","NTC"
"70","AVERY B, 2009, IEEE VIRTUAL REALITY 2009, PROCEEDINGS                                                                            ","NA                                "," 71"," 4.44"," 2.73"
"71","TANUWIDJAJA E, 2014, UBICOMP'14: PROCEEDINGS OF THE 2014 ACM INTERNATIONAL JOINT CONFERENCE ON PERVASIVE AND UBIQUITOUS COMPUTING","10.1145/2632048.2632091           "," 70"," 6.36"," 4.98"
"72","KUTULAKOS KN, 1998, IEEE T VIS COMPUT GR                                                                                         ","10.1109/2945.675647               "," 68"," 2.52"," 1.00"
"73","HOREJSÍ P, 2015, PROCEDIA ENGINEER                                                                                               ","10.1016/j.proeng.2015.01.422      "," 68"," 6.80"," 6.43"
"74","JUD L, 2020, BMC MUSCULOSKEL DIS                                                                                                 ","10.1186/s12891-020-3110-2         "," 68","13.60"," 7.23"
"75","SCHALL G, 2009, INT SYM MIX AUGMENT                                                                                              ","10.1109/ISMAR.2009.5336489        "," 68"," 4.25"," 2.62"
"76","PIUMSOMBOON T, 2017, SA'17: SIGGRAPH ASIA 2017 EMERGING TECHNOLOGIES                                                             ","10.1145/3132818.3132822           "," 67"," 8.38"," 4.58"
"77","BACCA J, 2015, PROCEDIA COMPUT SCI                                                                                               ","10.1016/j.procs.2015.12.203       "," 65"," 6.50"," 6.15"
"78","ESCHEN H, 2018, PROCEDIA MANUF                                                                                                   ","10.1016/j.promfg.2018.01.022      "," 65"," 9.29"," 3.96"
"79","TERNIER S, 2012, J UNIVERS COMPUT SCI                                                                                            ","NA                                "," 65"," 5.00"," 3.11"
"80","CABERO-ALMENARA J, 2019, SUSTAINABILITY-BASEL                                                                                    ","10.3390/su11184990                "," 65","10.83"," 5.78"
"81","DIAZ C, 2017, PROCEEDINGS OF THE 2017 IEEE INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY (ISMAR)                        ","10.1109/ISMAR.2017.28             "," 65"," 8.12"," 4.44"
"82","DEMITRIADOU E, 2020, EDUC INF TECHNOL                                                                                            ","10.1007/s10639-019-09973-5        "," 63","12.60"," 6.70"
"83","WALKER ME, 2019, ACMIEEE INT CONF HUM                                                                                            ","10.1109/hri.2019.8673306          "," 63","10.50"," 5.60"
"84","RAGHAVAN V, 1999, IEEE T ROBOTIC AUTOM                                                                                           ","10.1109/70.768177                 "," 61"," 2.35"," 1.53"
"85","KOCKRO RA, 2009, NEUROSURGERY                                                                                                    ","10.1227/01.NEU.0000349918.36700.1C"," 61"," 3.81"," 2.35"
"86","MUNZER BW, 2019, J MED INTERNET RES                                                                                              ","10.2196/12368                     "," 61","10.17"," 5.43"
"87","KAUFMANN H, 2007, LECT NOTES COMPUT SC                                                                                           ","NA                                "," 59"," 3.28"," 5.45"
"88","CABRILO I, 2015, WORLD NEUROSURG                                                                                                 ","10.1016/j.wneu.2014.12.020        "," 58"," 5.80"," 5.49"
"89","FIDA B, 2018, UPDATES SURG                                                                                                       ","10.1007/s13304-018-0567-8         "," 57"," 8.14"," 3.47"
"90","VOVK A, 2018, PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2018)                            ","10.1145/3173574.3173783           "," 56"," 8.00"," 3.41"
"91","MAGEE D, 2007, MED BIOL ENG COMPUT                                                                                               ","10.1007/s11517-007-0231-9         "," 56"," 3.11"," 5.17"
"92","FURMANSKI C, 2002, INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY, PROCEEDINGS                                           ","10.1109/ISMAR.2002.1115091        "," 56"," 2.43"," 2.14"
"93","TOMI AB, 2013, PROCEDIA COMPUT SCI                                                                                               ","10.1016/j.procs.2013.11.015       "," 56"," 4.67"," 4.34"
"94","ONG SK, 2007, CIRP ANN-MANUF TECHN                                                                                               ","10.1016/j.cirp.2007.05.014        "," 55"," 3.06"," 5.08"
"95","ZHANG WX, 2017, VR/AR NETWORK '17: PROCEEDINGS OF THE 2017 WORKSHOP ON VIRTUAL REALITY AND AUGMENTED REALITY NETWORK             ","10.1145/3097895.3097900           "," 55"," 6.88"," 3.76"
"96","LEE LN, 2019, APPL SCI-BASEL                                                                                                     ","10.3390/app9173556                "," 55"," 9.17"," 4.89"
"97","LAN SF, 2019, ACS PHOTONICS                                                                                                      ","10.1021/acsphotonics.9b00180      "," 54"," 9.00"," 4.80"
"98","LANGLOTZ T, 2012, PERS UBIQUIT COMPUT                                                                                            ","10.1007/s00779-011-0430-0         "," 54"," 4.15"," 2.59"
"99","SUTHERLAND C, 2013, IEEE T BIO-MED ENG                                                                                           ","10.1109/TBME.2012.2236091         "," 53"," 4.42"," 4.11"
"100","GELENBE E, 2005, J SYST SOFTWARE                                                                                                 ","10.1016/j.jss.2004.01.016         "," 53"," 2.65"," 3.20"
