"","Author Keywords (DE)     ","Articles","Keywords-Plus (ID)    ","Articles"
"82","SCALABILITY                        ","  24","SELECTIVE ENCRYPTION         "," 13"
"83","THREE-DIMENSIONAL DISPLAYS         ","  24","VISIBILITY                   "," 13"
"84","CODING                             ","  23","CODER                        "," 12"
"85","COMPRESSION ARTIFACTS              ","  23","CU SIZE DECISION             "," 12"
"86","COMPRESSION RATIO                  ","  23","ENCRYPTION                   "," 12"
"87","VIDEO RECORDING                    ","  23","POWER                        "," 12"
"88","WATERMARKING                       ","  23","PROTECTION                   "," 12"
"89","3D VIDEO CODING                    ","  22","RECOVERY                     "," 12"
"90","COMPRESSIVE SENSING                ","  22","SUPERRESOLUTION              "," 12"
"91","DIGITAL VIDEO                      ","  22","ARTIFACTS                    "," 11"
"92","EMBEDDED COMPRESSION               ","  22","ATTENTION                    "," 11"
"93","ERROR CONCEALMENT                  ","  22","CARDIOPULMONARY-RESUSCITATION"," 11"
"94","MULTI-VIEW VIDEO CODING            ","  22","CODING HEVC                  "," 11"
"95","OPTICAL FLOW                       ","  22","COMPENSATION                 "," 11"
"96","TELEMEDICINE                       ","  22","IMAGE QUALITY                "," 11"
"97","H 263                              ","  21","IMAGE QUALITY ASSESSMENT     "," 11"
"98","HIGH DYNAMIC RANGE                 ","  21","MOTION COMPENSATION          "," 11"
"99","OBJECT DETECTION                   ","  21","MULTIMEDIA                   "," 11"
"100","RATE-DISTORTION                    ","  21","SIMILARITY                   "," 11"
